r (m)	u(r) (m/s)	Log Derivative
0.026000	0.0047492	-0.59202
0.026200	0.0047276	-0.59416
0.026400	0.0047063	-0.58841
0.026600	0.0046853	-0.60126
0.026800	0.0046645	-0.59020
0.027000	0.0046439	-0.59198
0.027200	0.0046236	-0.59682
0.027400	0.0046035	-0.59044
0.027600	0.0045837	-0.59519
0.027800	0.0045641	-0.59993
0.028000	0.0045447	-0.58803
0.028200	0.0045255	-0.60102
0.028400	0.0045065	-0.58565
0.028600	0.0044878	-0.60191
0.028800	0.0044692	-0.59466
0.029000	0.0044509	-0.59053
0.029200	0.0044328	-0.59842
0.029400	0.0044148	-0.59079
0.029600	0.0043971	-0.58974
0.029800	0.0043795	-0.60319
0.030000	0.0043621	-0.58973
0.030200	0.0043449	-0.59394
0.030400	0.0043279	-0.59839
0.030600	0.0043111	-0.58450
0.030800	0.0042945	-0.60155
0.031000	0.0042780	-0.58724
0.031200	0.0042617	-0.59509
0.031400	0.0042455	-0.59938
0.031600	0.0042295	-0.59406
0.031800	0.0042137	-0.59249
0.032000	0.0041980	-0.59668
0.032200	0.0041825	-0.59496
0.032400	0.0041671	-0.58935
0.032600	0.0041519	-0.59339
0.032800	0.0041369	-0.59152
0.033000	0.0041220	-0.59946
0.033200	0.0041072	-0.59350
0.033400	0.0040926	-0.59159
0.033600	0.0040781	-0.59953
0.033800	0.0040637	-0.59331
0.034000	0.0040495	-0.59118
0.034200	0.0040354	-0.59917
0.034400	0.0040214	-0.59267
0.034600	0.0040076	-0.59037
0.034800	0.0039939	-0.59849
0.035000	0.0039803	-0.59160
0.035200	0.0039669	-0.59363
0.035400	0.0039535	-0.59724
0.035600	0.0039403	-0.59466
0.035800	0.0039272	-0.59205
0.036000	0.0039142	-0.60023
0.036200	0.0039013	-0.59283
0.036400	0.0038886	-0.59014
0.036600	0.0038760	-0.60294
0.036800	0.0038634	-0.58451
0.037000	0.0038510	-0.59729
0.037200	0.0038386	-0.60054
0.037400	0.0038264	-0.59769
0.037600	0.0038143	-0.58349
0.037800	0.0038023	-0.60275
0.038000	0.0037904	-0.58830
0.038200	0.0037786	-0.59642
0.038400	0.0037669	-0.59310
0.038600	0.0037553	-0.59496
0.038800	0.0037437	-0.59801
0.039000	0.0037323	-0.59455
0.039200	0.0037210	-0.59633
0.039400	0.0037097	-0.59287
0.039600	0.0036985	-0.59578
0.039800	0.0036875	-0.59746
0.040000	0.0036765	-0.59387
0.040200	0.0036656	-0.59012
0.040400	0.0036548	-0.59838
0.040600	0.0036441	-0.60014
0.040800	0.0036334	-0.59060
0.041000	0.0036229	-0.59235
0.041200	0.0036124	-0.60061
0.041400	0.0036020	-0.59663
0.041600	0.0035917	-0.59249
0.041800	0.0035815	-0.59415
0.042000	0.0035713	-0.58998
0.042200	0.0035612	-0.59829
0.042400	0.0035512	-0.59402
0.042600	0.0035413	-0.58956
0.042800	0.0035315	-0.61035
0.043000	0.0035216	-0.58682
0.043200	0.0035119	-0.59511
0.043400	0.0035023	-0.59666
0.043600	0.0034927	-0.59210
0.043800	0.0034832	-0.60051
0.044000	0.0034738	-0.58910
0.044200	0.0034644	-0.59733
0.044400	0.0034551	-0.59889
0.044600	0.0034458	-0.58769
0.044800	0.0034367	-0.60255
0.045000	0.0034276	-0.60428
0.045200	0.0034185	-0.58578
0.045400	0.0034095	-0.59409
0.045600	0.0034006	-0.60257
0.045800	0.0033918	-0.59713
0.046000	0.0033829	-0.59884
0.046200	0.0033742	-0.60035
0.046400	0.0033655	-0.59507
0.046600	0.0033569	-0.58960
0.046800	0.0033484	-0.59806
0.047000	0.0033398	-0.59968
0.047200	0.0033314	-0.58705
0.047400	0.0033230	-0.60263
0.047600	0.0033146	-0.58980
0.047800	0.0033064	-0.61305
0.048000	0.0032981	-0.58546
0.048200	0.0032900	-0.60863
0.048400	0.0032818	-0.58106
0.048600	0.0032738	-0.59673
0.048800	0.0032658	-0.59824
0.049000	0.0032578	-0.61465
0.049200	0.0032498	-0.58618
0.049400	0.0032420	-0.60210
0.049600	0.0032342	-0.58897
0.049800	0.0032264	-0.59733
0.050000	0.0032187	-0.59880
0.050200	0.0032110	-0.60765
0.050400	0.0032034	-0.59379
0.050600	0.0031958	-0.61047
0.050800	0.0031882	-0.58890
0.051000	0.0031807	-0.59714
0.051200	0.0031733	-0.59864
0.051400	0.0031659	-0.60007
0.051600	0.0031585	-0.60898
0.051800	0.0031512	-0.59457
0.052000	0.0031439	-0.60343
0.052200	0.0031367	-0.58923
0.052400	0.0031295	-0.59765
0.052600	0.0031224	-0.59920
0.052800	0.0031153	-0.61666
0.053000	0.0031082	-0.59330
0.053200	0.0031012	-0.59464
0.053400	0.0030942	-0.60339
0.053600	0.0030873	-0.60468
0.053800	0.0030804	-0.60613
0.054000	0.0030735	-0.59862
0.054200	0.0030667	-0.59991
0.054400	0.0030599	-0.60133
0.054600	0.0030531	-0.61020
0.054800	0.0030464	-0.59514
0.055000	0.0030397	-0.60375
0.055200	0.0030331	-0.60503
0.055400	0.0030265	-0.60653
0.055600	0.0030199	-0.60768
0.055800	0.0030133	-0.59991
0.056000	0.0030068	-0.59179
0.056200	0.0030004	-0.61962
0.056400	0.0029939	-0.59448
0.056600	0.0029875	-0.61281
0.056800	0.0029811	-0.60436
0.057000	0.0029748	-0.60572
0.057200	0.0029685	-0.60708
0.057400	0.0029622	-0.59860
0.057600	0.0029560	-0.61753
0.057800	0.0029498	-0.60123
0.058000	0.0029436	-0.62001
0.058200	0.0029374	-0.59401
0.058400	0.0029313	-0.61272
0.058600	0.0029252	-0.61403
0.058800	0.0029191	-0.60515
0.059000	0.0029131	-0.61655
0.059200	0.0029070	-0.62607
0.059400	0.0029010	-0.59874
0.059600	0.0028951	-0.59996
0.059800	0.0028892	-0.63001
0.060000	0.0028832	-0.61022
0.060200	0.0028774	-0.62188
0.060400	0.0028715	-0.61282
0.060600	0.0028657	-0.61383
0.060800	0.0028599	-0.61527
0.061000	0.0028541	-0.60574
0.061200	0.0028484	-0.61769
0.061400	0.0028426	-0.62723
0.061600	0.0028369	-0.61749
0.061800	0.0028313	-0.61065
0.062000	0.0028256	-0.62003
0.062200	0.0028200	-0.63225
0.062400	0.0028143	-0.62241
0.062600	0.0028087	-0.61262
0.062800	0.0028032	-0.62494
0.063000	0.0027976	-0.63478
0.063200	0.0027921	-0.61620
0.063400	0.0027866	-0.61734
0.063600	0.0027811	-0.63867
0.063800	0.0027756	-0.62816
0.064000	0.0027702	-0.64113
0.064200	0.0027647	-0.61094
0.064400	0.0027593	-0.63190
0.064600	0.0027539	-0.63308
0.064800	0.0027485	-0.64346
0.065000	0.0027432	-0.63555
0.065200	0.0027378	-0.62513
0.065400	0.0027325	-0.64722
0.065600	0.0027272	-0.62744
0.065800	0.0027219	-0.64977
0.066000	0.0027166	-0.63864
0.066200	0.0027114	-0.65215
0.066400	0.0027061	-0.64118
0.066600	0.0027009	-0.65469
0.066800	0.0026956	-0.64373
0.067000	0.0026904	-0.64484
0.067200	0.0026852	-0.64611
0.067400	0.0026800	-0.63498
0.067600	0.0026749	-0.67105
0.067800	0.0026697	-0.64977
0.068000	0.0026645	-0.66069
0.068200	0.0026594	-0.66195
0.068400	0.0026543	-0.66316
0.068600	0.0026492	-0.67757
0.068800	0.0026440	-0.64357
0.069000	0.0026389	-0.69091
0.069200	0.0026338	-0.66826
0.069400	0.0026287	-0.66968
0.069600	0.0026236	-0.65790
0.069800	0.0026186	-0.69619
0.070000	0.0026135	-0.67363
0.070200	0.0026084	-0.68512
0.070400	0.0026034	-0.67631
0.070600	0.0025983	-0.68784
0.070800	0.0025933	-0.70317
0.071000	0.0025882	-0.69051
0.071200	0.0025832	-0.70572
0.071400	0.0025781	-0.69346
0.071600	0.0025731	-0.69465
0.071800	0.0025681	-0.70998
0.072000	0.0025630	-0.69738
0.072200	0.0025580	-0.71270
0.072400	0.0025529	-0.72625
0.072600	0.0025479	-0.70140
0.072800	0.0025429	-0.74355
0.073000	0.0025378	-0.73042
0.073200	0.0025328	-0.71986
0.073400	0.0025277	-0.74815
0.073600	0.0025226	-0.73483
0.073800	0.0025176	-0.75091
0.074000	0.0025125	-0.75256
0.074200	0.0025074	-0.73943
0.074400	0.0025024	-0.75550
0.074600	0.0024973	-0.75715
0.074800	0.0024922	-0.78790
0.075000	0.0024871	-0.76026
0.075200	0.0024820	-0.77669
0.075400	0.0024768	-0.79285
0.075600	0.0024717	-0.81009
0.075800	0.0024665	-0.78163
0.076000	0.0024613	-0.79780
0.076200	0.0024562	-0.81504
0.076400	0.0024510	-0.83265
0.076600	0.0024457	-0.81871
0.076800	0.0024405	-0.78993
0.077000	0.0024353	-0.87145
0.077200	0.0024300	-0.83980
0.077400	0.0024247	-0.84163
0.077600	0.0024194	-0.85942
0.077800	0.0024140	-0.84530
0.078000	0.0024087	-0.89777
0.078200	0.0024033	-0.86529
0.078400	0.0023979	-0.91837
0.078600	0.0023924	-0.86914
0.078800	0.0023870	-0.93954
0.079000	0.0023814	-0.92485
0.079200	0.0023759	-0.92714
0.079400	0.0023704	-0.90967
0.079600	0.0023648	-0.96529
0.079800	0.0023591	-0.95069
0.080000	0.0023535	-0.96986
0.080200	0.0023478	-0.98932
0.080400	0.0023420	-1.0332
0.080600	0.0023362	-0.99428
0.080800	0.0023304	-0.99676
0.081000	0.0023246	-1.0166
0.081200	0.0023187	-1.0797
0.081400	0.0023127	-1.0391
0.081600	0.0023067	-1.1033
0.081800	0.0023006	-1.0620
0.082000	0.0022945	-1.1093
0.082200	0.0022884	-1.1303
0.082400	0.0022822	-1.1057
0.082600	0.0022759	-1.1550
0.082800	0.0022696	-1.1767
0.083000	0.0022632	-1.1798
0.083200	0.0022568	-1.2205
0.083400	0.0022502	-1.2051
0.083600	0.0022437	-1.2462
0.083800	0.0022370	-1.2498
0.084000	0.0022303	-1.3277
0.084200	0.0022235	-1.2762
0.084400	0.0022167	-1.3179
0.084600	0.0022097	-1.3795
0.084800	0.0022027	-1.3451
0.085000	0.0021956	-1.4282
0.085200	0.0021884	-1.3922
0.085400	0.0021811	-1.4577
0.085600	0.0021738	-1.4400
0.085800	0.0021663	-1.5078
0.086000	0.0021588	-1.5538
0.086200	0.0021511	-1.5590
0.086400	0.0021434	-1.6055
0.086600	0.0021355	-1.5441
0.086800	0.0021276	-1.6587
0.087000	0.0021195	-1.7618
0.087200	0.0021113	-1.7127
0.087400	0.0021030	-1.7193
0.087600	0.0020947	-1.7887
0.087800	0.0020861	-1.7960
0.088000	0.0020775	-1.8457
0.088200	0.0020687	-1.9818
0.088400	0.0020597	-1.9040
0.088600	0.0020507	-2.0438
0.088800	0.0020415	-1.9851
0.089000	0.0020322	-2.1298
0.089200	0.0020227	-2.0684
0.089400	0.0020131	-2.2410
0.089600	0.0020032	-2.2521
0.089800	0.0019933	-2.2086
0.090000	0.0019832	-2.3667
0.090200	0.0019729	-2.4259
0.090400	0.0019624	-2.4616
0.090600	0.0019518	-2.5458
0.090800	0.0019409	-2.5832
0.091000	0.0019299	-2.6457
0.091200	0.0019187	-2.7087
0.091400	0.0019073	-2.7729
0.091600	0.0018957	-2.8622
0.091800	0.0018838	-3.0431
0.092000	0.0018718	-2.9726
0.092200	0.0018596	-3.0655
0.092400	0.0018471	-3.2854
0.092600	0.0018344	-3.2329
0.092800	0.0018214	-3.4637
0.093000	0.0018082	-3.4062
0.093200	0.0017947	-3.6490
0.093400	0.0017810	-3.5873
0.093600	0.0017670	-3.8424
0.093800	0.0017528	-3.9830
0.094000	0.0017382	-3.8866
0.094200	0.0017234	-4.1907
0.094400	0.0017083	-4.3122
0.094600	0.0016929	-4.4653
0.094800	0.0016771	-4.5647
0.095000	0.0016611	-4.7248
0.095200	0.0016447	-4.8599
0.095400	0.0016280	-5.0282
0.095600	0.0016109	-5.1717
0.095800	0.0015935	-5.3492
0.096000	0.0015757	-5.5016
0.096200	0.0015576	-5.7207
0.096400	0.0015390	-6.1781
0.096600	0.0015201	-6.0847
0.096800	0.0015008	-6.3240
0.097000	0.0014810	-6.8331
0.097200	0.0014609	-6.7625
0.097400	0.0014403	-7.3787
0.097600	0.0014192	-7.2691
0.097800	0.0013977	-7.9325
0.098000	0.0013757	-7.8174
0.098200	0.0013533	-8.5713
0.098400	0.0013303	-8.8728
0.098600	0.0013069	-9.2671
0.098800	0.0012829	-9.1819
0.099000	0.0012584	-10.034
0.099200	0.0012334	-10.528
0.099400	0.0012077	-10.925
0.099600	0.0011816	-11.471
0.099800	0.0011548	-12.006
0.10000	0.0011274	-12.576
0.10020	0.0010994	-13.179
0.10040	0.0010708	-13.873
0.10060	0.0010415	-14.613
0.10080	0.0010115	-15.389
0.10100	0.00098084	-17.092
0.10120	0.00094950	-17.192
0.10140	0.00091741	-18.220
0.10160	0.00088458	-19.344
0.10180	0.00085101	-21.698
0.10200	0.00081664	-22.006
0.10220	0.00078148	-24.798
0.10240	0.00074551	-25.334
0.10260	0.00070868	-28.764
0.10280	0.00067099	-29.591
0.10300	0.00063243	-33.927
0.10320	0.00059295	-37.160
0.10340	0.00055253	-38.891
0.10360	0.00051118	-45.506
0.10380	0.00046884	-51.064
0.10400	0.00042549	-55.087
0.10420	0.00038110	-66.793
0.10440	0.00033568	-78.516
0.10460	0.00028916	-94.754
0.10480	0.00024152	-118.68
