r (m)	u(r) (m/s)	Log Derivative
0.017200	0.0058976	-0.60517
0.017400	0.0058567	-0.60264
0.017600	0.0058166	-0.60151
0.017800	0.0057772	-0.60164
0.018000	0.0057384	-0.59855
0.018200	0.0057004	-0.60392
0.018400	0.0056630	-0.60201
0.018600	0.0056263	-0.60327
0.018800	0.0055901	-0.59933
0.019000	0.0055547	-0.60027
0.019200	0.0055198	-0.60693
0.019400	0.0054854	-0.59831
0.019600	0.0054517	-0.60663
0.019800	0.0054184	-0.59750
0.020000	0.0053858	-0.60574
0.020200	0.0053536	-0.59985
0.020400	0.0053219	-0.60425
0.020600	0.0052908	-0.59994
0.020800	0.0052601	-0.60175
0.021000	0.0052298	-0.60589
0.021200	0.0052001	-0.60111
0.021400	0.0051708	-0.60266
0.021600	0.0051419	-0.59553
0.021800	0.0051135	-0.60553
0.022000	0.0050854	-0.60468
0.022200	0.0050578	-0.59913
0.022400	0.0050306	-0.60246
0.022600	0.0050037	-0.60114
0.022800	0.0049773	-0.60433
0.023000	0.0049512	-0.60049
0.023200	0.0049254	-0.60120
0.023400	0.0049000	-0.60176
0.023600	0.0048750	-0.60473
0.023800	0.0048503	-0.60036
0.024000	0.0048259	-0.60070
0.024200	0.0048019	-0.60594
0.024400	0.0047781	-0.59871
0.024600	0.0047547	-0.60122
0.024800	0.0047316	-0.60649
0.025000	0.0047087	-0.59874
0.025200	0.0046862	-0.60106
0.025400	0.0046640	-0.60619
0.025600	0.0046420	-0.60068
0.025800	0.0046203	-0.60292
0.026000	0.0045989	-0.60007
0.026200	0.0045777	-0.60213
0.026400	0.0045568	-0.59907
0.026600	0.0045361	-0.60912
0.026800	0.0045157	-0.59777
0.027000	0.0044955	-0.59952
0.027200	0.0044756	-0.60427
0.027400	0.0044559	-0.59775
0.027600	0.0044365	-0.60552
0.027800	0.0044172	-0.60712
0.028000	0.0043982	-0.59492
0.028200	0.0043794	-0.60804
0.028400	0.0043608	-0.59559
0.028600	0.0043424	-0.60869
0.028800	0.0043242	-0.60115
0.029000	0.0043063	-0.60028
0.029200	0.0042885	-0.60480
0.029400	0.0042709	-0.60033
0.029600	0.0042535	-0.59591
0.029800	0.0042363	-0.60925
0.030000	0.0042193	-0.59898
0.030200	0.0042024	-0.59972
0.030400	0.0041858	-0.60764
0.030600	0.0041693	-0.59353
0.030800	0.0041530	-0.61064
0.031000	0.0041368	-0.59619
0.031200	0.0041208	-0.60031
0.031400	0.0041050	-0.60823
0.031600	0.0040893	-0.60276
0.031800	0.0040738	-0.59726
0.032000	0.0040585	-0.60521
0.032200	0.0040433	-0.60350
0.032400	0.0040282	-0.59366
0.032600	0.0040134	-0.60567
0.032800	0.0039986	-0.59965
0.033000	0.0039840	-0.60772
0.033200	0.0039695	-0.60153
0.033400	0.0039552	-0.59938
0.033600	0.0039410	-0.60753
0.033800	0.0039269	-0.60099
0.034000	0.0039130	-0.59878
0.034200	0.0038992	-0.60246
0.034400	0.0038856	-0.60007
0.034600	0.0038721	-0.60213
0.034800	0.0038586	-0.60576
0.035000	0.0038453	-0.59871
0.035200	0.0038322	-0.60074
0.035400	0.0038191	-0.60422
0.035600	0.0038062	-0.60147
0.035800	0.0037934	-0.59886
0.036000	0.0037807	-0.60699
0.036200	0.0037681	-0.60419
0.036400	0.0037556	-0.60124
0.036600	0.0037432	-0.60453
0.036800	0.0037310	-0.59552
0.037000	0.0037188	-0.59853
0.037200	0.0037068	-0.61179
0.037400	0.0036948	-0.60363
0.037600	0.0036830	-0.59426
0.037800	0.0036712	-0.60862
0.038000	0.0036596	-0.59901
0.038200	0.0036480	-0.60183
0.038400	0.0036366	-0.60382
0.038600	0.0036252	-0.59505
0.038800	0.0036140	-0.60857
0.039000	0.0036028	-0.60511
0.039200	0.0035917	-0.60137
0.039400	0.0035807	-0.59782
0.039600	0.0035698	-0.60598
0.039800	0.0035590	-0.60223
0.040000	0.0035483	-0.59835
0.040200	0.0035377	-0.60013
0.040400	0.0035271	-0.60267
0.040600	0.0035167	-0.60442
0.040800	0.0035063	-0.60043
0.041000	0.0034960	-0.60208
0.041200	0.0034857	-0.60458
0.041400	0.0034756	-0.60627
0.041600	0.0034655	-0.60203
0.041800	0.0034555	-0.59773
0.042000	0.0034456	-0.59941
0.042200	0.0034357	-0.60163
0.042400	0.0034260	-0.60326
0.042600	0.0034163	-0.59869
0.042800	0.0034067	-0.61345
0.043000	0.0033971	-0.59585
0.043200	0.0033876	-0.60402
0.043400	0.0033782	-0.59936
0.043600	0.0033689	-0.60091
0.043800	0.0033596	-0.60941
0.044000	0.0033504	-0.59127
0.044200	0.0033413	-0.60602
0.044400	0.0033322	-0.60101
0.044600	0.0033232	-0.59595
0.044800	0.0033143	-0.61111
0.045000	0.0033054	-0.60591
0.045200	0.0032966	-0.59394
0.045400	0.0032878	-0.60222
0.045600	0.0032791	-0.61067
0.045800	0.0032705	-0.59843
0.046000	0.0032619	-0.60682
0.046200	0.0032534	-0.60124
0.046400	0.0032450	-0.60283
0.046600	0.0032366	-0.60435
0.046800	0.0032282	-0.59141
0.047000	0.0032200	-0.61455
0.047200	0.0032117	-0.58727
0.047400	0.0032036	-0.60275
0.047600	0.0031955	-0.60434
0.047800	0.0031874	-0.61293
0.048000	0.0031794	-0.59227
0.048200	0.0031715	-0.61607
0.048400	0.0031635	-0.58776
0.048600	0.0031557	-0.60359
0.048800	0.0031479	-0.59731
0.049000	0.0031402	-0.61382
0.049200	0.0031325	-0.60026
0.049400	0.0031248	-0.60877
0.049600	0.0031172	-0.58758
0.049800	0.0031097	-0.60365
0.050000	0.0031022	-0.59701
0.050200	0.0030948	-0.61389
0.050400	0.0030874	-0.59987
0.050600	0.0030800	-0.60851
0.050800	0.0030727	-0.59462
0.051000	0.0030654	-0.60301
0.051200	0.0030582	-0.60439
0.051400	0.0030510	-0.59738
0.051600	0.0030439	-0.61451
0.051800	0.0030368	-0.59176
0.052000	0.0030298	-0.60870
0.052200	0.0030228	-0.58593
0.052400	0.0030159	-0.61158
0.052600	0.0030089	-0.59531
0.052800	0.0030021	-0.62195
0.053000	0.0029952	-0.58928
0.053200	0.0029885	-0.59954
0.053400	0.0029817	-0.60790
0.053600	0.0029750	-0.60945
0.053800	0.0029683	-0.60162
0.054000	0.0029617	-0.60287
0.054200	0.0029551	-0.59514
0.054400	0.0029486	-0.59656
0.054600	0.0029421	-0.61430
0.054800	0.0029356	-0.58986
0.055000	0.0029292	-0.60759
0.055200	0.0029228	-0.60887
0.055400	0.0029164	-0.60070
0.055600	0.0029101	-0.60199
0.055800	0.0029038	-0.59381
0.056000	0.0028976	-0.60450
0.056200	0.0028913	-0.60354
0.056400	0.0028852	-0.59752
0.056600	0.0028790	-0.60599
0.056800	0.0028729	-0.60736
0.057000	0.0028668	-0.59864
0.057200	0.0028608	-0.59986
0.057400	0.0028548	-0.60105
0.057600	0.0028488	-0.62006
0.057800	0.0028428	-0.59360
0.058000	0.0028369	-0.60192
0.058200	0.0028311	-0.59605
0.058400	0.0028252	-0.60445
0.058600	0.0028194	-0.60575
0.058800	0.0028136	-0.59645
0.059000	0.0028079	-0.59762
0.059200	0.0028022	-0.61696
0.059400	0.0027965	-0.60014
0.059600	0.0027908	-0.59084
0.059800	0.0027852	-0.60993
0.060000	0.0027796	-0.61108
0.060200	0.0027740	-0.60136
0.060400	0.0027685	-0.60256
0.060600	0.0027630	-0.60386
0.060800	0.0027575	-0.59403
0.061000	0.0027521	-0.60617
0.061200	0.0027466	-0.59645
0.061400	0.0027412	-0.60472
0.061600	0.0027359	-0.61749
0.061800	0.0027305	-0.58869
0.062000	0.0027252	-0.59693
0.062200	0.0027200	-0.60945
0.062400	0.0027147	-0.59917
0.062600	0.0027095	-0.60040
0.062800	0.0027043	-0.60140
0.063000	0.0026991	-0.62201
0.063200	0.0026939	-0.59221
0.063400	0.0026888	-0.59335
0.063600	0.0026837	-0.61360
0.063800	0.0026786	-0.60263
0.064000	0.0026736	-0.60391
0.064200	0.0026686	-0.58605
0.064400	0.0026636	-0.60606
0.064600	0.0026586	-0.59509
0.064800	0.0026537	-0.62868
0.065000	0.0026487	-0.59725
0.065200	0.0026438	-0.59852
0.065400	0.0026389	-0.60685
0.065600	0.0026341	-0.58837
0.065800	0.0026293	-0.60908
0.066000	0.0026245	-0.61019
0.066200	0.0026197	-0.61130
0.066400	0.0026149	-0.59970
0.066600	0.0026102	-0.60081
0.066800	0.0026055	-0.60176
0.067000	0.0026008	-0.60288
0.067200	0.0025961	-0.59111
0.067400	0.0025915	-0.59223
0.067600	0.0025869	-0.61383
0.067800	0.0025823	-0.59429
0.068000	0.0025777	-0.61597
0.068200	0.0025731	-0.60342
0.068400	0.0025686	-0.60479
0.068600	0.0025641	-0.60556
0.068800	0.0025596	-0.58666
0.069000	0.0025551	-0.62943
0.069200	0.0025506	-0.59541
0.069400	0.0025462	-0.59635
0.069600	0.0025418	-0.59755
0.069800	0.0025374	-0.61989
0.070000	0.0025330	-0.58583
0.070200	0.0025287	-0.62193
0.070400	0.0025243	-0.58785
0.070600	0.0025200	-0.61001
0.070800	0.0025157	-0.61104
0.071000	0.0025114	-0.59770
0.071200	0.0025072	-0.59877
0.071400	0.0025030	-0.61410
0.071600	0.0024987	-0.60082
0.071800	0.0024945	-0.60184
0.072000	0.0024903	-0.58839
0.072200	0.0024862	-0.60388
0.072400	0.0024820	-0.61233
0.072600	0.0024779	-0.59140
0.072800	0.0024738	-0.61445
0.073000	0.0024697	-0.61528
0.073200	0.0024656	-0.57987
0.073400	0.0024616	-0.61745
0.073600	0.0024575	-0.60327
0.073800	0.0024535	-0.60433
0.074000	0.0024495	-0.60526
0.074200	0.0024455	-0.59126
0.074400	0.0024416	-0.60715
0.074600	0.0024376	-0.59308
0.074800	0.0024337	-0.63274
0.075000	0.0024297	-0.57960
0.075200	0.0024259	-0.59585
0.075400	0.0024220	-0.61990
0.075600	0.0024181	-0.62082
0.075800	0.0024142	-0.58349
0.076000	0.0024104	-0.60688
0.076200	0.0024066	-0.60779
0.076400	0.0024028	-0.60871
0.076600	0.0023990	-0.60963
0.076800	0.0023952	-0.58808
0.077000	0.0023914	-0.61930
0.077200	0.0023877	-0.59661
0.077400	0.0023840	-0.59734
0.077600	0.0023803	-0.59826
0.077800	0.0023766	-0.59936
0.078000	0.0023729	-0.62407
0.078200	0.0023692	-0.58487
0.078400	0.0023656	-0.62617
0.078600	0.0023619	-0.58670
0.078800	0.0023583	-0.61110
0.079000	0.0023547	-0.61186
0.079200	0.0023511	-0.61301
0.079400	0.0023475	-0.57387
0.079600	0.0023440	-0.61492
0.079800	0.0023404	-0.59857
0.080000	0.0023369	-0.61663
0.080200	0.0023333	-0.60042
0.080400	0.0023298	-0.62647
0.080600	0.0023263	-0.58516
0.080800	0.0023229	-0.60309
0.081000	0.0023194	-0.60404
0.081200	0.0023159	-0.61216
0.081400	0.0023125	-0.58859
0.081600	0.0023091	-0.63203
0.081800	0.0023056	-0.57295
0.082000	0.0023023	-0.61574
0.082200	0.0022989	-0.61673
0.082400	0.0022955	-0.59279
0.082600	0.0022921	-0.60044
0.082800	0.0022888	-0.61945
0.083000	0.0022854	-0.60203
0.083200	0.0022821	-0.60302
0.083400	0.0022788	-0.60375
0.083600	0.0022755	-0.60461
0.083800	0.0022722	-0.60560
0.084000	0.0022689	-0.61366
0.084200	0.0022657	-0.60733
0.084400	0.0022624	-0.58971
0.084600	0.0022592	-0.63564
0.084800	0.0022559	-0.59150
0.085000	0.0022527	-0.61802
0.085200	0.0022495	-0.59309
0.085400	0.0022463	-0.60039
0.085600	0.0022432	-0.59481
0.085800	0.0022400	-0.62154
0.086000	0.0022368	-0.60315
0.086200	0.0022337	-0.62320
0.086400	0.0022305	-0.60475
0.086600	0.0022274	-0.58031
0.086800	0.0022243	-0.60647
0.087000	0.0022212	-0.63481
0.087200	0.0022181	-0.60806
0.087400	0.0022150	-0.58920
0.087600	0.0022120	-0.60972
0.087800	0.0022089	-0.59086
0.088000	0.0022059	-0.61145
0.088200	0.0022028	-0.61964
0.088400	0.0021998	-0.59335
0.088600	0.0021968	-0.62100
0.088800	0.0021938	-0.59500
0.089000	0.0021908	-0.62289
0.089200	0.0021878	-0.59645
0.089400	0.0021848	-0.60388
0.089600	0.0021819	-0.62556
0.089800	0.0021789	-0.57904
0.090000	0.0021760	-0.62700
0.090200	0.0021730	-0.60691
0.090400	0.0021701	-0.60793
0.090600	0.0021672	-0.60865
0.090800	0.0021643	-0.60945
0.091000	0.0021614	-0.61038
0.091200	0.0021585	-0.58994
0.091400	0.0021557	-0.61190
0.091600	0.0021528	-0.61270
0.091800	0.0021499	-0.62057
0.092000	0.0021471	-0.61428
0.092200	0.0021442	-0.59406
0.092400	0.0021414	-0.62307
0.092600	0.0021386	-0.59543
0.092800	0.0021358	-0.62466
0.093000	0.0021330	-0.59710
0.093200	0.0021302	-0.62648
0.093400	0.0021274	-0.57722
0.093600	0.0021247	-0.62784
0.093800	0.0021219	-0.62897
0.094000	0.0021191	-0.57932
0.094200	0.0021164	-0.60808
0.094400	0.0021137	-0.63102
0.094600	0.0021109	-0.60945
0.094800	0.0021082	-0.61035
0.095000	0.0021055	-0.61104
0.095200	0.0021028	-0.61194
0.095400	0.0021001	-0.61262
0.095600	0.0020974	-0.59060
0.095800	0.0020948	-0.61421
0.096000	0.0020921	-0.61490
0.096200	0.0020894	-0.59287
0.096400	0.0020868	-0.64728
0.096600	0.0020841	-0.59446
0.096800	0.0020815	-0.59514
0.097000	0.0020789	-0.62589
0.097200	0.0020763	-0.61966
0.097400	0.0020736	-0.62725
0.097600	0.0020710	-0.59809
0.097800	0.0020684	-0.60484
0.098000	0.0020659	-0.59968
0.098200	0.0020633	-0.63042
0.098400	0.0020607	-0.63130
0.098600	0.0020581	-0.60770
0.098800	0.0020556	-0.60263
0.099000	0.0020530	-0.60920
0.099200	0.0020505	-0.61008
0.099400	0.0020480	-0.63519
0.099600	0.0020454	-0.61128
0.099800	0.0020429	-0.61247
0.10000	0.0020404	-0.61302
0.10020	0.0020379	-0.61366
0.10040	0.0020354	-0.61445
0.10060	0.0020329	-0.61533
0.10080	0.0020304	-0.59125
0.10100	0.0020280	-0.64927
0.10120	0.0020255	-0.61755
0.10140	0.0020230	-0.59363
0.10160	0.0020206	-0.61891
0.10180	0.0020181	-0.62618
0.10200	0.0020157	-0.62065
0.10220	0.0020132	-0.62785
0.10240	0.0020108	-0.59704
0.10260	0.0020084	-0.62944
0.10280	0.0020060	-0.59840
0.10300	0.0020036	-0.63094
0.10320	0.0020012	-0.63145
0.10340	0.0019988	-0.60079
0.10360	0.0019964	-0.63320
0.10380	0.0019940	-0.63371
0.10400	0.0019916	-0.57790
0.10420	0.0019893	-0.63521
0.10440	0.0019869	-0.63622
0.10460	0.0019845	-0.61037
0.10480	0.0019822	-0.63764
0.10500	0.0019798	-0.61162
0.10520	0.0019775	-0.61262
0.10540	0.0019752	-0.61313
0.10560	0.0019729	-0.64073
0.10580	0.0019705	-0.61455
0.10600	0.0019682	-0.61564
0.10620	0.0019659	-0.61614
0.10640	0.0019636	-0.65113
0.10660	0.0019613	-0.61739
0.10680	0.0019590	-0.61840
0.10700	0.0019567	-0.65325
0.10720	0.0019544	-0.59280
0.10740	0.0019522	-0.62066
0.10760	0.0019499	-0.65563
0.10780	0.0019476	-0.59480
0.10800	0.0019454	-0.65722
0.10820	0.0019431	-0.59631
0.10840	0.0019409	-0.65854
0.10860	0.0019386	-0.59782
0.10880	0.0019364	-0.63152
0.10900	0.0019342	-0.66101
0.10920	0.0019319	-0.59950
0.10940	0.0019297	-0.63399
0.10960	0.0019275	-0.63444
0.10980	0.0019253	-0.63497
0.11000	0.0019231	-0.63603
0.11020	0.0019209	-0.60309
0.11040	0.0019187	-0.63744
0.11060	0.0019165	-0.63815
0.11080	0.0019143	-0.63868
0.11100	0.0019121	-0.63974
0.11120	0.0019099	-0.61121
0.11140	0.0019078	-0.64106
0.11160	0.0019056	-0.64159
0.11180	0.0019034	-0.64937
0.11200	0.0019013	-0.64318
0.11220	0.0018991	-0.61483
0.11240	0.0018970	-0.64459
0.11260	0.0018948	-0.61616
0.11280	0.0018927	-0.68406
0.11300	0.0018905	-0.61757
0.11320	0.0018884	-0.61801
0.11340	0.0018863	-0.65526
0.11360	0.0018842	-0.64901
0.11380	0.0018820	-0.65666
0.11400	0.0018799	-0.62119
0.11420	0.0018778	-0.65806
0.11440	0.0018757	-0.62225
0.11460	0.0018736	-0.65966
0.11480	0.0018715	-0.62392
0.11500	0.0018694	-0.66106
0.11520	0.0018673	-0.66199
0.11540	0.0018652	-0.62570
0.11560	0.0018631	-0.66339
0.11580	0.0018610	-0.63254
0.11600	0.0018590	-0.62808
0.11620	0.0018569	-0.66564
0.11640	0.0018548	-0.66639
0.11660	0.0018527	-0.63534
0.11680	0.0018507	-0.66788
0.11700	0.0018486	-0.63666
0.11720	0.0018466	-0.66928
0.11740	0.0018445	-0.63815
0.11760	0.0018425	-0.67087
0.11780	0.0018404	-0.63955
0.11800	0.0018384	-0.67237
0.11820	0.0018363	-0.64086
0.11840	0.0018343	-0.67405
0.11860	0.0018322	-0.64236
0.11880	0.0018302	-0.64311
0.11900	0.0018282	-0.68435
0.11920	0.0018262	-0.67676
0.11940	0.0018241	-0.64516
0.11960	0.0018221	-0.64600
0.11980	0.0018201	-0.68723
0.12000	0.0018181	-0.67985
0.12020	0.0018160	-0.64825
0.12040	0.0018140	-0.68932
0.12060	0.0018120	-0.64965
0.12080	0.0018100	-0.69110
0.12100	0.0018080	-0.65105
0.12120	0.0018060	-0.69259
0.12140	0.0018040	-0.65245
0.12160	0.0018020	-0.69408
0.12180	0.0018000	-0.65377
0.12200	0.0017980	-0.69557
0.12220	0.0017960	-0.69657
0.12240	0.0017940	-0.65601
0.12260	0.0017920	-0.66309
0.12280	0.0017901	-0.69855
0.12300	0.0017881	-0.65835
0.12320	0.0017861	-0.70034
0.12340	0.0017841	-0.70094
0.12360	0.0017821	-0.70183
0.12380	0.0017801	-0.66766
0.12400	0.0017782	-0.70332
0.12420	0.0017762	-0.70392
0.12440	0.0017742	-0.66367
0.12460	0.0017722	-0.67054
0.12480	0.0017703	-0.70630
0.12500	0.0017683	-0.70720
0.12520	0.0017663	-0.67263
0.12540	0.0017644	-0.75632
0.12560	0.0017624	-0.70958
0.12580	0.0017604	-0.67501
0.12600	0.0017585	-0.71107
0.12620	0.0017565	-0.71226
0.12640	0.0017545	-0.67710
0.12660	0.0017526	-0.71375
0.12680	0.0017506	-0.76204
0.12700	0.0017486	-0.67948
0.12720	0.0017467	-0.71584
0.12740	0.0017447	-0.76490
0.12760	0.0017427	-0.68187
0.12780	0.0017408	-0.71822
0.12800	0.0017388	-0.72886
0.12820	0.0017369	-0.72001
0.12840	0.0017349	-0.72101
0.12860	0.0017329	-0.73140
0.12880	0.0017310	-0.72240
0.12900	0.0017290	-0.77190
0.12920	0.0017270	-0.68783
0.12940	0.0017251	-0.77336
0.12960	0.0017231	-0.73565
0.12980	0.0017212	-0.72657
0.13000	0.0017192	-0.77603
0.13020	0.0017172	-0.69200
0.13040	0.0017153	-0.77750
0.13060	0.0017133	-0.77889
0.13080	0.0017113	-0.74062
0.13100	0.0017094	-0.73163
0.13120	0.0017074	-0.78143
0.13140	0.0017054	-0.78239
0.13160	0.0017034	-0.74380
0.13180	0.0017015	-0.78430
0.13200	0.0016995	-0.73581
0.13220	0.0016975	-0.78576
0.13240	0.0016955	-0.74773
0.13260	0.0016936	-0.78767
0.13280	0.0016916	-0.78875
0.13300	0.0016896	-0.78957
0.13320	0.0016876	-0.79034
0.13340	0.0016856	-0.79161
0.13360	0.0016836	-0.75270
0.13380	0.0016817	-0.79351
0.13400	0.0016797	-0.83376
0.13420	0.0016776	-0.75568
0.13440	0.0016757	-0.79593
0.13460	0.0016737	-0.89680
0.13480	0.0016716	-0.75823
0.13500	0.0016697	-0.83916
0.13520	0.0016676	-0.79987
0.13540	0.0016656	-0.80108
0.13560	0.0016636	-0.85933
0.13580	0.0016616	-0.80299
0.13600	0.0016596	-0.84400
0.13620	0.0016575	-0.86240
0.13640	0.0016555	-0.80585
0.13660	0.0016535	-0.84717
0.13680	0.0016514	-0.86580
0.13700	0.0016494	-0.80871
0.13720	0.0016474	-0.91110
0.13740	0.0016453	-0.81094
0.13760	0.0016433	-0.91349
0.13780	0.0016412	-0.85353
0.13800	0.0016391	-0.87193
0.13820	0.0016371	-0.85576
0.13840	0.0016350	-0.91792
0.13860	0.0016329	-0.81729
0.13880	0.0016309	-0.92030
0.13900	0.0016288	-0.85989
0.13920	0.0016267	-0.92268
0.13940	0.0016246	-0.92405
0.13960	0.0016225	-0.86339
0.13980	0.0016204	-0.92643
0.14000	0.0016183	-0.92745
0.14020	0.0016162	-0.97309
0.14040	0.0016140	-0.86784
0.14060	0.0016119	-0.93120
0.14080	0.0016098	-0.97684
0.14100	0.0016076	-0.93358
0.14120	0.0016055	-0.97956
0.14140	0.0016033	-0.87388
0.14160	0.0016012	-0.98195
0.14180	0.0015990	-0.98331
0.14200	0.0015968	-0.98501
0.14220	0.0015946	-0.98604
0.14240	0.0015924	-0.94244
0.14260	0.0015903	-0.98910
0.14280	0.0015881	-1.0351
0.14300	0.0015858	-0.99183
0.14320	0.0015836	-0.99285
0.14340	0.0015814	-0.99421
0.14360	0.0015792	-1.0411
0.14380	0.0015769	-0.99728
0.14400	0.0015747	-1.1243
0.14420	0.0015724	-1.0456
0.14440	0.0015701	-1.0470
0.14460	0.0015678	-1.0031
0.14480	0.0015656	-1.0501
0.14500	0.0015633	-1.0974
0.14520	0.0015609	-1.1345
0.14540	0.0015586	-1.0548
0.14560	0.0015563	-1.0565
0.14580	0.0015540	-1.1039
0.14600	0.0015516	-1.1905
0.14620	0.0015492	-1.0613
0.14640	0.0015469	-1.1090
0.14660	0.0015445	-1.1965
0.14680	0.0015421	-1.1124
0.14700	0.0015397	-1.2002
0.14720	0.0015373	-1.1158
0.14740	0.0015349	-1.1645
0.14760	0.0015324	-1.2057
0.14780	0.0015300	-1.1679
0.14800	0.0015275	-1.2599
0.14820	0.0015250	-1.1720
0.14840	0.0015225	-1.2644
0.14860	0.0015200	-1.2662
0.14880	0.0015175	-1.1775
0.14900	0.0015150	-1.3216
0.14920	0.0015124	-1.1815
0.14940	0.0015099	-1.3259
0.14960	0.0015073	-1.3278
0.14980	0.0015047	-1.2354
0.15000	0.0015021	-1.3326
0.15020	0.0014995	-1.3348
0.15040	0.0014969	-1.2899
0.15060	0.0014942	-1.3396
0.15080	0.0014916	-1.3934
0.15100	0.0014889	-1.3964
0.15120	0.0014862	-1.2987
0.15140	0.0014835	-1.4016
0.15160	0.0014808	-1.4558
0.15180	0.0014780	-1.4063
0.15200	0.0014753	-1.4612
0.15220	0.0014725	-1.3597
0.15240	0.0014697	-1.4669
0.15260	0.0014669	-1.4698
0.15280	0.0014641	-1.5252
0.15300	0.0014612	-1.4757
0.15320	0.0014584	-1.5309
0.15340	0.0014555	-1.5340
0.15360	0.0014526	-1.5905
0.15380	0.0014496	-1.5406
0.15400	0.0014467	-1.5967
0.15420	0.0014437	-1.6002
0.15440	0.0014407	-1.6033
0.15460	0.0014377	-1.6070
0.15480	0.0014347	-1.6638
0.15500	0.0014316	-1.6675
0.15520	0.0014285	-1.7519
0.15540	0.0014255	-1.7287
0.15560	0.0014223	-1.6785
0.15580	0.0014192	-1.7365
0.15600	0.0014160	-1.7401
0.15620	0.0014128	-1.7444
0.15640	0.0014096	-1.8939
0.15660	0.0014064	-1.8072
0.15680	0.0014031	-1.8113
0.15700	0.0013998	-1.8157
0.15720	0.0013965	-1.9712
0.15740	0.0013932	-1.8799
0.15760	0.0013898	-1.8839
0.15780	0.0013864	-2.0463
0.15800	0.0013830	-1.9492
0.15820	0.0013795	-1.8982
0.15840	0.0013761	-2.1224
0.15860	0.0013726	-2.0200
0.15880	0.0013690	-2.1333
0.15900	0.0013655	-2.0306
0.15920	0.0013619	-2.0926
0.15940	0.0013582	-2.2118
0.15960	0.0013546	-2.1038
0.15980	0.0013509	-2.2857
0.16000	0.0013472	-2.1729
0.16020	0.0013434	-2.3604
0.16040	0.0013396	-2.1852
0.16060	0.0013358	-2.3739
0.16080	0.0013320	-2.4435
0.16100	0.0013281	-2.2622
0.16120	0.0013242	-2.5210
0.16140	0.0013202	-2.3343
0.16160	0.0013162	-2.5365
0.16180	0.0013122	-2.5438
0.16200	0.0013082	-2.4147
0.16220	0.0013041	-2.6883
0.16240	0.0012999	-2.6324
0.16260	0.0012958	-2.4976
0.16280	0.0012916	-2.7789
0.16300	0.0012873	-2.7884
0.16320	0.0012830	-2.7977
0.16340	0.0012787	-2.6513
0.16360	0.0012743	-2.8826
0.16380	0.0012699	-2.8922
0.16400	0.0012655	-2.9688
0.16420	0.0012610	-3.0455
0.16440	0.0012564	-2.8215
0.16460	0.0012518	-3.0678
0.16480	0.0012472	-3.1464
0.16500	0.0012425	-3.1584
