r (m)	u(r) (m/s)	Log Derivative
0.029000	0.0063043	-0.59433
0.029200	0.0062785	-0.59849
0.029400	0.0062530	-0.59381
0.029600	0.0062278	-0.58918
0.029800	0.0062029	-0.60694
0.030000	0.0061781	-0.59066
0.030200	0.0061537	-0.59705
0.030400	0.0061295	-0.60103
0.030600	0.0061056	-0.58926
0.030800	0.0060819	-0.60237
0.031000	0.0060585	-0.59025
0.031200	0.0060353	-0.59658
0.031400	0.0060123	-0.60309
0.031600	0.0059895	-0.59474
0.031800	0.0059671	-0.59431
0.032000	0.0059448	-0.60345
0.032200	0.0059226	-0.59481
0.032400	0.0059008	-0.59142
0.032600	0.0058792	-0.59785
0.032800	0.0058578	-0.59715
0.033000	0.0058365	-0.60081
0.033200	0.0058155	-0.59715
0.033400	0.0057947	-0.59644
0.033600	0.0057740	-0.59985
0.033800	0.0057536	-0.59614
0.034000	0.0057334	-0.59522
0.034200	0.0057133	-0.59859
0.034400	0.0056935	-0.59753
0.034600	0.0056738	-0.59358
0.034800	0.0056543	-0.60300
0.035000	0.0056349	-0.59880
0.035200	0.0056157	-0.59146
0.035400	0.0055968	-0.60405
0.035600	0.0055779	-0.59645
0.035800	0.0055593	-0.59520
0.036000	0.0055408	-0.60153
0.036200	0.0055225	-0.60020
0.036400	0.0055043	-0.59552
0.036600	0.0054863	-0.60524
0.036800	0.0054684	-0.58945
0.037000	0.0054507	-0.59888
0.037200	0.0054331	-0.60522
0.037400	0.0054157	-0.60372
0.037600	0.0053984	-0.59099
0.037800	0.0053812	-0.60486
0.038000	0.0053643	-0.59541
0.038200	0.0053474	-0.60156
0.038400	0.0053307	-0.59970
0.038600	0.0053141	-0.59807
0.038800	0.0052976	-0.60427
0.039000	0.0052813	-0.60231
0.039200	0.0052651	-0.60053
0.039400	0.0052490	-0.59483
0.039600	0.0052331	-0.60484
0.039800	0.0052173	-0.60271
0.040000	0.0052016	-0.60073
0.040200	0.0051860	-0.59861
0.040400	0.0051705	-0.60481
0.040600	0.0051552	-0.60656
0.040800	0.0051399	-0.60053
0.041000	0.0051248	-0.59819
0.041200	0.0051098	-0.60835
0.041400	0.0050949	-0.60607
0.041600	0.0050801	-0.60372
0.041800	0.0050654	-0.60130
0.042000	0.0050508	-0.59902
0.042200	0.0050363	-0.60914
0.042400	0.0050219	-0.60681
0.042600	0.0050076	-0.60417
0.042800	0.0049934	-0.61035
0.043000	0.0049794	-0.59910
0.043200	0.0049654	-0.60941
0.043400	0.0049515	-0.60672
0.043600	0.0049377	-0.60838
0.043800	0.0049239	-0.61460
0.044000	0.0049103	-0.60299
0.044200	0.0048967	-0.60899
0.044400	0.0048833	-0.61054
0.044600	0.0048699	-0.60782
0.044800	0.0048566	-0.61848
0.045000	0.0048434	-0.61555
0.045200	0.0048303	-0.60348
0.045400	0.0048172	-0.61425
0.045600	0.0048042	-0.62519
0.045800	0.0047913	-0.61273
0.046000	0.0047784	-0.61891
0.046200	0.0047657	-0.62065
0.046400	0.0047530	-0.61736
0.046600	0.0047404	-0.61887
0.046800	0.0047278	-0.61569
0.047000	0.0047153	-0.62693
0.047200	0.0047029	-0.61399
0.047400	0.0046905	-0.62012
0.047600	0.0046783	-0.62682
0.047800	0.0046660	-0.63864
0.048000	0.0046538	-0.61974
0.048200	0.0046417	-0.63666
0.048400	0.0046296	-0.61796
0.048600	0.0046176	-0.63465
0.048800	0.0046056	-0.63104
0.049000	0.0045937	-0.64302
0.049200	0.0045819	-0.63433
0.049400	0.0045700	-0.64084
0.049600	0.0045583	-0.63224
0.049800	0.0045465	-0.64406
0.050000	0.0045348	-0.64588
0.050200	0.0045231	-0.65839
0.050400	0.0045115	-0.63814
0.050600	0.0045000	-0.65607
0.050800	0.0044885	-0.64696
0.051000	0.0044769	-0.65949
0.051200	0.0044654	-0.65550
0.051400	0.0044540	-0.65705
0.051600	0.0044426	-0.67625
0.051800	0.0044312	-0.66047
0.052000	0.0044198	-0.67357
0.052200	0.0044085	-0.66406
0.052400	0.0043971	-0.67708
0.052600	0.0043858	-0.68490
0.052800	0.0043744	-0.69283
0.053000	0.0043632	-0.68252
0.053200	0.0043519	-0.68411
0.053400	0.0043406	-0.70456
0.053600	0.0043293	-0.70005
0.053800	0.0043181	-0.70821
0.054000	0.0043068	-0.71010
0.054200	0.0042955	-0.71190
0.054400	0.0042842	-0.71383
0.054600	0.0042729	-0.73563
0.054800	0.0042616	-0.72389
0.055000	0.0042502	-0.73952
0.055200	0.0042389	-0.74146
0.055400	0.0042276	-0.75012
0.055600	0.0042162	-0.75205
0.055800	0.0042048	-0.76085
0.056000	0.0041933	-0.76278
0.056200	0.0041818	-0.78678
0.056400	0.0041703	-0.77383
0.056600	0.0041587	-0.79796
0.056800	0.0041471	-0.80722
0.057000	0.0041354	-0.80954
0.057200	0.0041237	-0.81880
0.057400	0.0041119	-0.82092
0.057600	0.0041001	-0.85498
0.057800	0.0040882	-0.83992
0.058000	0.0040762	-0.87427
0.058200	0.0040641	-0.85191
0.058400	0.0040520	-0.89419
0.058600	0.0040397	-0.89691
0.058800	0.0040274	-0.90695
0.059000	0.0040150	-0.92454
0.059200	0.0040024	-0.96301
0.059400	0.0039897	-0.93773
0.059600	0.0039770	-0.95561
0.059800	0.0039641	-0.99530
0.060000	0.0039511	-1.0141
0.060200	0.0039379	-1.0253
0.060400	0.0039246	-1.0441
0.060600	0.0039111	-1.0478
0.060800	0.0038976	-1.0827
0.061000	0.0038837	-1.0865
0.061200	0.0038698	-1.1061
0.061400	0.0038557	-1.1694
0.061600	0.0038413	-1.1818
0.061800	0.0038268	-1.1743
0.062000	0.0038120	-1.2320
0.062200	0.0037970	-1.2453
0.062400	0.0037819	-1.2833
0.062600	0.0037664	-1.3054
0.062800	0.0037507	-1.3277
0.063000	0.0037348	-1.4021
0.063200	0.0037186	-1.3898
0.063400	0.0037021	-1.4299
0.063600	0.0036852	-1.5002
0.063800	0.0036681	-1.5338
0.064000	0.0036507	-1.5767
0.064200	0.0036329	-1.5609
0.064400	0.0036148	-1.6642
0.064600	0.0035962	-1.6907
0.064800	0.0035774	-1.8034
0.065000	0.0035581	-1.7908
0.065200	0.0035384	-1.8377
0.065400	0.0035183	-1.9574
0.065600	0.0034977	-1.9426
0.065800	0.0034767	-2.0774
0.066000	0.0034551	-2.1292
0.066200	0.0034331	-2.1918
0.066400	0.0034106	-2.2751
0.066600	0.0033874	-2.3304
0.066800	0.0033638	-2.4067
0.067000	0.0033396	-2.4946
0.067200	0.0033147	-2.5743
0.067400	0.0032892	-2.6657
0.067600	0.0032630	-2.8440
0.067800	0.0032362	-2.8550
0.068000	0.0032086	-3.0550
0.068200	0.0031803	-3.1697
0.068400	0.0031512	-3.2875
0.068600	0.0031213	-3.4083
0.068800	0.0030906	-3.4257
0.069000	0.0030590	-3.8147
0.069200	0.0030265	-3.8269
0.069400	0.0029931	-3.9859
0.069600	0.0029587	-4.1508
0.069800	0.0029233	-4.4750
0.070000	0.0028869	-4.5084
0.070200	0.0028494	-4.8713
0.070400	0.0028108	-4.9302
0.070600	0.0027709	-5.3241
0.070800	0.0027299	-5.5771
0.071000	0.0026876	-5.8410
0.071200	0.0026440	-6.1170
0.071400	0.0025991	-6.4334
0.071600	0.0025527	-6.7510
0.071800	0.0025049	-7.1138
0.072000	0.0024555	-7.4663
0.072200	0.0024047	-7.8988
0.072400	0.0023521	-8.6349
0.072600	0.0022979	-8.8266
0.072800	0.0022418	-9.6750
0.073000	0.0021840	-10.265
0.073200	0.0021243	-10.527
0.073400	0.0020626	-11.619
0.073600	0.0019989	-12.416
0.073800	0.0019330	-13.263
0.074000	0.0018650	-14.252
0.074200	0.0017946	-15.316
0.074400	0.0017219	-16.516
0.074600	0.0016468	-17.902
0.074800	0.0015691	-20.205
0.075000	0.0014888	-21.272
0.075200	0.0014057	-23.353
0.075400	0.0013198	-26.821
0.075600	0.0012309	-29.845
0.075800	0.0011390	-32.290
0.076000	0.0010439	-38.072
0.076200	0.00094552	-43.832
0.076400	0.00084368	-51.281
0.076600	0.00073837	-61.440
0.076800	0.00062936	-73.186
0.077000	0.00051651	-102.53
