r (m)	u(r) (m/s)	Log Derivative
0.00020000	0.010735	0.89489
0.00040000	0.019962	0.71811
0.00060000	0.026709	1.0214
0.00080000	0.035832	0.93418
0.0010000	0.044137	0.61221
0.0012000	0.049349	0.39448
0.0014000	0.052443	0.17989
0.0016000	0.053718	-0.18050
0.0018000	0.052588	-0.76088
0.0020000	0.048537	-0.67300
0.0022000	0.045521	-0.67287
0.0024000	0.042933	-0.67303
0.0026000	0.040681	-0.67301
0.0028000	0.038702	-0.67314
0.0030000	0.036945	-0.67286
0.0032000	0.035375	-0.67298
0.0034000	0.033961	-0.67300
0.0036000	0.032680	-0.67317
0.0038000	0.031511	-0.67295
0.0040000	0.030442	-0.67299
0.0042000	0.029459	-0.67302
0.0044000	0.028551	-0.67289
0.0046000	0.027710	-0.67291
0.0048000	0.026927	-0.67296
0.0050000	0.026198	-0.67311
0.0052000	0.025515	-0.67317
0.0054000	0.024875	-0.67300
0.0056000	0.024274	-0.67300
0.0058000	0.023707	-0.67276
0.0060000	0.023172	-0.67290
0.0062000	0.022667	-0.67311
0.0064000	0.022187	-0.67304
0.0066000	0.021733	-0.67283
0.0068000	0.021301	-0.67349
0.0070000	0.020889	-0.67270
0.0072000	0.020497	-0.67287
0.0074000	0.020122	-0.67306
0.0076000	0.019764	-0.67284
0.0078000	0.019422	-0.67350
0.0080000	0.019093	-0.67279
0.0082000	0.018779	-0.67285
0.0084000	0.018477	-0.67296
0.0086000	0.018187	-0.67313
0.0088000	0.017907	-0.67281
0.0090000	0.017639	-0.67307
0.0092000	0.017380	-0.67312
0.0094000	0.017130	-0.67313
0.0096000	0.016889	-0.67279
0.0098000	0.016656	-0.67296
0.0100000	0.016431	-0.67329
0.010200	0.016214	-0.67323
0.010400	0.016003	-0.67289
0.010600	0.015799	-0.67265
0.010800	0.015602	-0.67306
0.011000	0.015410	-0.67341
0.011200	0.015224	-0.67283
0.011400	0.015044	-0.67310
0.011600	0.014869	-0.67264
0.011800	0.014699	-0.67297
0.012000	0.014534	-0.67350
0.012200	0.014373	-0.67305
0.012400	0.014216	-0.67231
0.012600	0.014064	-0.67308
0.012800	0.013916	-0.67329
0.013000	0.013772	-0.67287
0.013200	0.013631	-0.67353
0.013400	0.013493	-0.67250
0.013600	0.013360	-0.67285
0.013800	0.013229	-0.67361
0.014000	0.013101	-0.67220
0.014200	0.012977	-0.67372
0.014400	0.012855	-0.67311
0.014600	0.012737	-0.67255
0.014800	0.012621	-0.67265
0.015000	0.012507	-0.67351
0.015200	0.012396	-0.67294
0.015400	0.012288	-0.67300
0.015600	0.012181	-0.67258
0.015800	0.012077	-0.67400
0.016000	0.011975	-0.67200
0.016200	0.011876	-0.67379
0.016400	0.011778	-0.67330
0.016600	0.011682	-0.67204
0.016800	0.011589	-0.67310
0.017000	0.011497	-0.67312
0.017200	0.011407	-0.67382
0.017400	0.011318	-0.67198
0.017600	0.011231	-0.67376
0.017800	0.011146	-0.67246
0.018000	0.011063	-0.67393
0.018200	0.010981	-0.67259
0.018400	0.010900	-0.67312
0.018600	0.010821	-0.67282
0.018800	0.010744	-0.67267
0.019000	0.010668	-0.67316
0.019200	0.010593	-0.67371
0.019400	0.010519	-0.67212
0.019600	0.010447	-0.67277
0.019800	0.010376	-0.67415
0.020000	0.010305	-0.67171
0.020200	0.010237	-0.67394
0.020400	0.010169	-0.67258
0.020600	0.010103	-0.67316
0.020800	0.010037	-0.67324
0.021000	0.0099726	-0.67364
0.021200	0.0099091	-0.67308
0.021400	0.0098467	-0.67171
0.021600	0.0097854	-0.67401
0.021800	0.0097248	-0.67351
0.022000	0.0096651	-0.67264
0.022200	0.0096065	-0.67321
0.022400	0.0095486	-0.67216
0.022600	0.0094918	-0.67320
0.022800	0.0094356	-0.67320
0.023000	0.0093803	-0.67272
0.023200	0.0093258	-0.67311
0.023400	0.0092721	-0.67369
0.023600	0.0092191	-0.67365
0.023800	0.0091668	-0.67227
0.024000	0.0091154	-0.67306
0.024200	0.0090646	-0.67281
0.024400	0.0090146	-0.67286
0.024600	0.0089652	-0.67373
0.024800	0.0089164	-0.67393
0.025000	0.0088683	-0.67323
0.025200	0.0088209	-0.67165
0.025400	0.0087741	-0.67425
0.025600	0.0087279	-0.67332
0.025800	0.0086823	-0.67171
0.026000	0.0086373	-0.67312
0.026200	0.0085929	-0.67306
0.026400	0.0085490	-0.67477
0.026600	0.0085056	-0.67229
0.026800	0.0084629	-0.67372
0.027000	0.0084206	-0.67298
0.027200	0.0083789	-0.67296
0.027400	0.0083377	-0.67342
0.027600	0.0082969	-0.67263
0.027800	0.0082567	-0.67449
0.028000	0.0082169	-0.67270
0.028200	0.0081777	-0.67303
0.028400	0.0081389	-0.67249
0.028600	0.0081005	-0.67367
0.028800	0.0080626	-0.67310
0.029000	0.0080251	-0.67284
0.029200	0.0079881	-0.67447
0.029400	0.0079514	-0.67168
0.029600	0.0079153	-0.67342
0.029800	0.0078795	-0.67472
0.030000	0.0078440	-0.67262
0.030200	0.0078090	-0.67473
0.030400	0.0077743	-0.67273
0.030600	0.0077401	-0.67272
0.030800	0.0077062	-0.67364
0.031000	0.0076727	-0.67282
0.031200	0.0076396	-0.67388
0.031400	0.0076068	-0.67455
0.031600	0.0075743	-0.67332
0.031800	0.0075421	-0.67293
0.032000	0.0075104	-0.67343
0.032200	0.0074789	-0.67283
0.032400	0.0074479	-0.67336
0.032600	0.0074171	-0.67600
0.032800	0.0073865	-0.67373
0.033000	0.0073563	-0.67277
0.033200	0.0073264	-0.67238
