r (m)	u(r) (m/s)	Log Derivative
0.033400	0.0072969	-0.67481
0.033600	0.0072676	-0.67363
0.033800	0.0072386	-0.67469
0.034000	0.0072098	-0.67285
0.034200	0.0071814	-0.67435
0.034400	0.0071532	-0.67275
0.034600	0.0071254	-0.67425
0.034800	0.0070977	-0.67424
0.035000	0.0070704	-0.67442
0.035200	0.0070433	-0.67564
0.035400	0.0070163	-0.67228
0.035600	0.0069898	-0.67489
0.035800	0.0069634	-0.67377
0.036000	0.0069374	-0.67398
0.036200	0.0069115	-0.67541
0.036400	0.0068858	-0.67557
0.036600	0.0068604	-0.67425
0.036800	0.0068352	-0.67259
0.037000	0.0068103	-0.67560
0.037200	0.0067856	-0.67526
0.037400	0.0067611	-0.67394
0.037600	0.0067368	-0.67557
0.037800	0.0067127	-0.67402
0.038000	0.0066889	-0.67608
0.038200	0.0066652	-0.67388
0.038400	0.0066418	-0.67542
0.038600	0.0066185	-0.67605
0.038800	0.0065954	-0.67572
0.039000	0.0065725	-0.67493
0.039200	0.0065499	-0.67641
0.039400	0.0065274	-0.67571
0.039600	0.0065051	-0.67638
0.039800	0.0064830	-0.67409
0.040000	0.0064611	-0.67757
0.040200	0.0064393	-0.67659
0.040400	0.0064177	-0.67475
0.040600	0.0063964	-0.67741
0.040800	0.0063751	-0.67801
0.041000	0.0063540	-0.67516
0.041200	0.0063332	-0.67806
0.041400	0.0063124	-0.67854
0.041600	0.0062918	-0.67707
0.041800	0.0062714	-0.67599
0.042000	0.0062512	-0.67895
0.042200	0.0062311	-0.67800
0.042400	0.0062111	-0.67829
0.042600	0.0061913	-0.67763
0.042800	0.0061717	-0.67771
0.043000	0.0061522	-0.67893
0.043200	0.0061329	-0.67926
0.043400	0.0061137	-0.68108
0.043600	0.0060946	-0.67972
0.043800	0.0060756	-0.68034
0.044000	0.0060568	-0.67953
0.044200	0.0060382	-0.68082
0.044400	0.0060197	-0.68262
0.044600	0.0060012	-0.68081
0.044800	0.0059830	-0.68222
0.045000	0.0059648	-0.67946
0.045200	0.0059469	-0.68398
0.045400	0.0059289	-0.68297
0.045600	0.0059112	-0.68490
0.045800	0.0058935	-0.68071
0.046000	0.0058760	-0.68660
0.046200	0.0058585	-0.68451
0.046400	0.0058412	-0.68559
0.046600	0.0058240	-0.68340
0.046800	0.0058070	-0.68937
0.047000	0.0057900	-0.68636
0.047200	0.0057731	-0.68509
0.047400	0.0057564	-0.68845
0.047600	0.0057398	-0.68880
0.047800	0.0057232	-0.68958
0.048000	0.0057068	-0.68956
0.048200	0.0056904	-0.69116
0.048400	0.0056742	-0.69056
0.048600	0.0056580	-0.69364
0.048800	0.0056419	-0.69158
0.049000	0.0056260	-0.69422
0.049200	0.0056101	-0.69511
0.049400	0.0055943	-0.69558
0.049600	0.0055786	-0.69902
0.049800	0.0055629	-0.69597
0.050000	0.0055474	-0.70127
0.050200	0.0055319	-0.69701
0.050400	0.0055166	-0.70339
0.050600	0.0055013	-0.69950
0.050800	0.0054861	-0.70485
0.051000	0.0054709	-0.70626
0.051200	0.0054558	-0.70328
0.051400	0.0054409	-0.70993
0.051600	0.0054259	-0.70886
0.051800	0.0054111	-0.70853
0.052000	0.0053963	-0.71101
0.052200	0.0053816	-0.71613
0.052400	0.0053669	-0.71160
0.052600	0.0053524	-0.72069
0.052800	0.0053377	-0.71573
0.053000	0.0053233	-0.72406
0.053200	0.0053088	-0.72203
0.053400	0.0052944	-0.72377
0.053600	0.0052801	-0.72564
0.053800	0.0052659	-0.72865
0.054000	0.0052517	-0.73236
0.054200	0.0052375	-0.73571
0.054400	0.0052233	-0.73428
0.054600	0.0052092	-0.74001
0.054800	0.0051952	-0.74490
0.055000	0.0051811	-0.74304
0.055200	0.0051671	-0.74634
0.055400	0.0051532	-0.75069
0.055600	0.0051393	-0.75400
0.055800	0.0051254	-0.75903
0.056000	0.0051115	-0.76078
0.056200	0.0050976	-0.76483
0.056400	0.0050838	-0.76918
0.056600	0.0050700	-0.77175
0.056800	0.0050562	-0.78003
0.057000	0.0050424	-0.77993
0.057200	0.0050286	-0.78503
0.057400	0.0050148	-0.79046
0.057600	0.0050011	-0.79607
0.057800	0.0049873	-0.80025
0.058000	0.0049735	-0.80413
0.058200	0.0049598	-0.81437
0.058400	0.0049459	-0.81679
0.058600	0.0049322	-0.81884
0.058800	0.0049184	-0.83120
0.059000	0.0049045	-0.83401
0.059200	0.0048907	-0.84179
0.059400	0.0048769	-0.85048
0.059600	0.0048629	-0.85796
0.059800	0.0048490	-0.86375
0.060000	0.0048350	-0.87448
0.060200	0.0048210	-0.88010
0.060400	0.0048069	-0.88684
0.060600	0.0047928	-0.90159
0.060800	0.0047786	-0.90591
0.061000	0.0047644	-0.91849
0.061200	0.0047501	-0.92846
0.061400	0.0047358	-0.93988
0.061600	0.0047213	-0.94851
0.061800	0.0047068	-0.96133
0.062000	0.0046922	-0.97305
0.062200	0.0046775	-0.98463
0.062400	0.0046628	-0.99776
0.062600	0.0046479	-1.0111
0.062800	0.0046329	-1.0271
0.063000	0.0046178	-1.0424
0.063200	0.0046026	-1.0572
0.063400	0.0045873	-1.0756
0.063600	0.0045717	-1.0889
0.063800	0.0045561	-1.1063
0.064000	0.0045404	-1.1269
0.064200	0.0045245	-1.1421
0.064400	0.0045084	-1.1672
0.064600	0.0044921	-1.1826
0.064800	0.0044757	-1.2065
0.065000	0.0044591	-1.2328
0.065200	0.0044423	-1.2491
0.065400	0.0044253	-1.2783
0.065600	0.0044081	-1.3040
0.065800	0.0043906	-1.3316
0.066000	0.0043729	-1.3594
0.066200	0.0043549	-1.3860
0.066400	0.0043368	-1.4201
0.066600	0.0043183	-1.4502
0.066800	0.0042996	-1.4781
0.067000	0.0042806	-1.5204
0.067200	0.0042612	-1.5556
0.067400	0.0042416	-1.5936
0.067600	0.0042216	-1.6315
0.067800	0.0042013	-1.6722
0.068000	0.0041807	-1.7191
0.068200	0.0041596	-1.7588
0.068400	0.0041382	-1.8140
0.068600	0.0041164	-1.8586
0.068800	0.0040942	-1.9126
0.069000	0.0040715	-1.9661
0.069200	0.0040484	-2.0294
0.069400	0.0040248	-2.0792
0.069600	0.0040007	-2.1527
0.069800	0.0039761	-2.2098
0.070000	0.0039511	-2.2856
0.070200	0.0039254	-2.3500
0.070400	0.0038992	-2.4365
0.070600	0.0038724	-2.5077
0.070800	0.0038450	-2.5977
0.071000	0.0038169	-2.6777
0.071200	0.0037883	-2.7764
0.071400	0.0037589	-2.8761
0.071600	0.0037288	-2.9737
0.071800	0.0036980	-3.0884
0.072000	0.0036663	-3.1948
0.072200	0.0036340	-3.3219
0.072400	0.0036007	-3.4463
0.072600	0.0035667	-3.5755
0.072800	0.0035318	-3.7169
0.073000	0.0034959	-3.8750
0.073200	0.0034591	-4.0218
0.073400	0.0034213	-4.1912
0.073600	0.0033825	-4.3750
0.073800	0.0033426	-4.5581
0.074000	0.0033016	-4.7500
0.074200	0.0032596	-4.9714
0.074400	0.0032162	-5.1897
0.074600	0.0031717	-5.4318
0.074800	0.0031259	-5.6850
0.075000	0.0030788	-5.9592
0.075200	0.0030304	-6.2528
0.075400	0.0029805	-6.5630
0.075600	0.0029291	-6.8922
0.075800	0.0028762	-7.2485
0.076000	0.0028218	-7.6393
0.076200	0.0027657	-8.0455
0.076400	0.0027080	-8.5040
0.076600	0.0026485	-8.9797
0.076800	0.0025872	-9.5150
0.077000	0.0025239	-10.076
0.077200	0.0024588	-10.710
0.077400	0.0023916	-11.388
0.077600	0.0023224	-12.141
0.077800	0.0022509	-12.955
0.078000	0.0021773	-13.871
0.078200	0.0021013	-14.896
0.078400	0.0020228	-16.011
0.078600	0.0019420	-17.289
0.078800	0.0018585	-18.723
0.079000	0.0017724	-20.364
0.079200	0.0016834	-22.236
0.079400	0.0015916	-24.412
0.079600	0.0014968	-26.937
0.079800	0.0013990	-29.944
0.080000	0.0012979	
