r (m)	u(r) (m/s)	Log Derivative
0.00020000	0.011839	0.80336
0.00040000	0.020661	1.1101
0.00060000	0.032407	1.0861
0.00080000	0.044293	0.66183
0.0010000	0.051342	0.19849
0.0012000	0.053234	-0.16176
0.0014000	0.051923	-0.23410
0.0016000	0.050325	-0.67792
0.0018000	0.046463	-0.67809
0.0020000	0.043259	-0.67792
0.0022000	0.040552	-0.67809
0.0024000	0.038229	-0.67793
0.0026000	0.036210	-0.67804
0.0028000	0.034435	-0.67799
0.0030000	0.032862	-0.67787
0.0032000	0.031455	-0.67812
0.0034000	0.030188	-0.67804
0.0036000	0.029041	-0.67801
0.0038000	0.027995	-0.67794
0.0040000	0.027038	-0.67804
0.0042000	0.026159	-0.67796
0.0044000	0.025346	-0.67777
0.0046000	0.024594	-0.67826
0.0048000	0.023894	-0.67800
0.0050000	0.023242	-0.67784
0.0052000	0.022632	-0.67802
0.0054000	0.022061	-0.67819
0.0056000	0.021523	-0.67775
0.0058000	0.021017	-0.67815
0.0060000	0.020540	-0.67804
0.0062000	0.020088	-0.67773
0.0064000	0.019660	-0.67824
0.0066000	0.019254	-0.67781
0.0068000	0.018869	-0.67816
0.0070000	0.018501	-0.67822
0.0072000	0.018151	-0.67764
0.0074000	0.017817	-0.67796
0.0076000	0.017498	-0.67826
0.0078000	0.017192	-0.67773
0.0080000	0.016900	-0.67843
0.0082000	0.016619	-0.67800
0.0084000	0.016350	-0.67783
0.0086000	0.016091	-0.67765
0.0088000	0.015842	-0.67808
0.0090000	0.015603	-0.67848
0.0092000	0.015372	-0.67786
0.0094000	0.015149	-0.67770
0.0096000	0.014935	-0.67809
0.0098000	0.014727	-0.67841
0.0100000	0.014527	-0.67729
0.010200	0.014333	-0.67873
0.010400	0.014146	-0.67792
0.010600	0.013964	-0.67750
0.010800	0.013789	-0.67841
0.011000	0.013618	-0.67807
0.011200	0.013453	-0.67730
0.011400	0.013292	-0.67809
0.011600	0.013136	-0.67805
0.011800	0.012985	-0.67799
0.012000	0.012838	-0.67870
0.012200	0.012695	-0.67718
0.012400	0.012556	-0.67889
0.012600	0.012420	-0.67798
0.012800	0.012288	-0.67787
0.013000	0.012160	-0.67793
0.013200	0.012035	-0.67822
0.013400	0.011912	-0.67801
0.013600	0.011793	-0.67710
0.013800	0.011677	-0.67802
0.014000	0.011564	-0.67849
0.014200	0.011453	-0.67826
0.014400	0.011345	-0.67739
0.014600	0.011240	-0.67792
0.014800	0.011136	-0.67851
0.015000	0.011035	-0.67819
0.015200	0.010937	-0.67728
0.015400	0.010840	-0.67873
0.015600	0.010746	-0.67827
0.015800	0.010653	-0.67798
0.016000	0.010563	-0.67711
0.016200	0.010474	-0.67830
0.016400	0.010388	-0.67845
0.016600	0.010303	-0.67766
0.016800	0.010219	-0.67818
0.017000	0.010138	-0.67765
0.017200	0.010058	-0.67794
0.017400	0.0099790	-0.67911
0.017600	0.0099019	-0.67705
0.017800	0.0098264	-0.67788
0.018000	0.0097522	-0.67803
0.018200	0.0096795	-0.67834
0.018400	0.0096080	-0.67859
0.018600	0.0095377	-0.67755
0.018800	0.0094689	-0.67745
0.019000	0.0094012	-0.67886
0.019200	0.0093346	-0.67739
0.019400	0.0092693	-0.67858
0.019600	0.0092050	-0.67827
0.019800	0.0091419	-0.67766
0.020000	0.0090798	-0.67770
0.020200	0.0090188	-0.67840
0.020400	0.0089587	-0.67840
0.020600	0.0088996	-0.67726
0.020800	0.0088416	-0.67778
0.021000	0.0087844	-0.67923
0.021200	0.0087280	-0.67709
0.021400	0.0086727	-0.67822
0.021600	0.0086182	-0.67769
0.021800	0.0085645	-0.67920
0.022000	0.0085116	-0.67743
0.022200	0.0084595	-0.67868
0.022400	0.0084082	-0.67709
0.022600	0.0083578	-0.67818
0.022800	0.0083080	-0.67866
0.023000	0.0082589	-0.67851
0.023200	0.0082105	-0.67778
0.023400	0.0081629	-0.67812
0.023600	0.0081159	-0.67710
0.023800	0.0080696	-0.67928
0.024000	0.0080239	-0.67668
0.024200	0.0079790	-0.67872
0.024400	0.0079345	-0.67794
0.024600	0.0078907	-0.67815
0.024800	0.0078475	-0.67862
0.025000	0.0078049	-0.67676
0.025200	0.0077629	-0.67931
0.025400	0.0077213	-0.67716
0.025600	0.0076804	-0.67872
0.025800	0.0076400	-0.67875
0.026000	0.0076000	-0.67735
0.026200	0.0075607	-0.67914
0.026400	0.0075217	-0.67718
0.026600	0.0074834	-0.67770
0.026800	0.0074455	-0.67930
0.027000	0.0074080	-0.67724
0.027200	0.0073710	-0.67843
0.027400	0.0073345	-0.67821
0.027600	0.0072984	-0.67825
0.027800	0.0072628	-0.67875
0.028000	0.0072275	-0.67819
0.028200	0.0071927	-0.67836
0.028400	0.0071583	-0.67704
0.028600	0.0071244	-0.67791
0.028800	0.0070908	-0.67785
0.029000	0.0070576	-0.67860
0.029200	0.0070248	-0.67831
0.029400	0.0069923	-0.67921
0.029600	0.0069602	-0.67781
0.029800	0.0069285	-0.67793
0.030000	0.0068972	-0.67922
0.030200	0.0068661	-0.67748
0.030400	0.0068355	-0.67905
0.030600	0.0068051	-0.67718
0.030800	0.0067751	-0.67843
0.031000	0.0067455	-0.67771
0.031200	0.0067161	-0.67993
0.031400	0.0066870	-0.67726
0.031600	0.0066583	-0.67883
0.031800	0.0066299	-0.67757
0.032000	0.0066017	-0.67886
0.032200	0.0065739	-0.67768
0.032400	0.0065464	-0.68033
0.032600	0.0065190	-0.67670
0.032800	0.0064921	-0.67937
0.033000	0.0064653	-0.67971
0.033200	0.0064388	-0.67850
0.033400	0.0064126	-0.67697
0.033600	0.0063868	-0.67877
0.033800	0.0063611	-0.67736
0.034000	0.0063357	-0.67935
0.034200	0.0063105	-0.67959
0.034400	0.0062856	-0.67826
0.034600	0.0062609	-0.67839
0.034800	0.0062365	-0.67840
0.035000	0.0062123	-0.67986
0.035200	0.0061883	-0.67792
0.035400	0.0061645	-0.67804
0.035600	0.0061410	-0.67830
0.035800	0.0061177	-0.68130
0.036000	0.0060946	-0.67622
0.036200	0.0060718	-0.68025
0.036400	0.0060491	-0.67862
0.036600	0.0060266	-0.67819
0.036800	0.0060044	-0.67866
0.037000	0.0059823	-0.68047
0.037200	0.0059604	-0.67838
0.037400	0.0059388	-0.67832
0.037600	0.0059173	-0.68177
0.037800	0.0058960	-0.67727
0.038000	0.0058749	-0.67999
0.038200	0.0058540	-0.67991
0.038400	0.0058333	-0.67735
0.038600	0.0058128	-0.68029
0.038800	0.0057924	-0.68073
0.039000	0.0057721	-0.67969
0.039200	0.0057521	-0.67829
0.039400	0.0057323	-0.67910
0.039600	0.0057126	-0.68017
0.039800	0.0056931	-0.67970
0.040000	0.0056737	-0.67910
0.040200	0.0056545	-0.68130
0.040400	0.0056354	-0.67899
0.040600	0.0056166	-0.67818
0.040800	0.0055979	-0.68064
0.041000	0.0055793	-0.67996
