r (m)	u(r) (m/s)	Log Derivative
0.041200	0.0055608	-0.68239
0.041400	0.0055425	-0.67775
0.041600	0.0055244	-0.68294
0.041800	0.0055064	-0.67899
0.042000	0.0054885	-0.68005
0.042200	0.0054708	-0.67981
0.042400	0.0054533	-0.68295
0.042600	0.0054358	-0.68099
0.042800	0.0054185	-0.67843
0.043000	0.0054014	-0.68170
0.043200	0.0053843	-0.68091
0.043400	0.0053674	-0.68025
0.043600	0.0053506	-0.68181
0.043800	0.0053340	-0.68108
0.044000	0.0053174	-0.68310
0.044200	0.0053010	-0.68304
0.044400	0.0052847	-0.68145
0.044600	0.0052685	-0.68187
0.044800	0.0052525	-0.67966
0.045000	0.0052366	-0.68366
0.045200	0.0052207	-0.68409
0.045400	0.0052050	-0.68243
0.045600	0.0051894	-0.68163
0.045800	0.0051739	-0.68181
0.046000	0.0051586	-0.68363
0.046200	0.0051433	-0.68208
0.046400	0.0051282	-0.68481
0.046600	0.0051131	-0.68229
0.046800	0.0050982	-0.68489
0.047000	0.0050833	-0.68523
0.047200	0.0050685	-0.68407
0.047400	0.0050539	-0.68267
0.047600	0.0050394	-0.68710
0.047800	0.0050249	-0.68330
0.048000	0.0050106	-0.68681
0.048200	0.0049963	-0.68482
0.048400	0.0049822	-0.68467
0.048600	0.0049681	-0.68656
0.048800	0.0049541	-0.68773
0.049000	0.0049402	-0.68509
0.049200	0.0049264	-0.68853
0.049400	0.0049127	-0.68555
0.049600	0.0048991	-0.68977
0.049800	0.0048855	-0.68669
0.050000	0.0048721	-0.68896
0.050200	0.0048587	-0.68693
0.050400	0.0048455	-0.68942
0.050600	0.0048323	-0.69153
0.050800	0.0048191	-0.68944
0.051000	0.0048061	-0.69055
0.051200	0.0047931	-0.68885
0.051400	0.0047802	-0.69347
0.051600	0.0047674	-0.68988
0.051800	0.0047547	-0.69084
0.052000	0.0047420	-0.69586
0.052200	0.0047294	-0.69343
0.052400	0.0047168	-0.69082
0.052600	0.0047044	-0.69544
0.052800	0.0046920	-0.69366
0.053000	0.0046798	-0.69773
0.053200	0.0046675	-0.69572
0.053400	0.0046553	-0.69673
0.053600	0.0046432	-0.69479
0.053800	0.0046312	-0.70012
0.054000	0.0046192	-0.69792
0.054200	0.0046073	-0.69920
0.054400	0.0045954	-0.70062
0.054600	0.0045836	-0.70023
0.054800	0.0045719	-0.70157
0.055000	0.0045602	-0.70415
0.055200	0.0045486	-0.70138
0.055400	0.0045371	-0.70636
0.055600	0.0045255	-0.70380
0.055800	0.0045141	-0.70718
0.056000	0.0045027	-0.70648
0.056200	0.0044914	-0.71020
0.056400	0.0044801	-0.70923
0.056600	0.0044688	-0.71024
0.056800	0.0044577	-0.70786
0.057000	0.0044466	-0.71554
0.057200	0.0044354	-0.71180
0.057400	0.0044244	-0.71533
0.057600	0.0044134	-0.71779
0.057800	0.0044025	-0.71535
0.058000	0.0043916	-0.71935
0.058200	0.0043808	-0.72486
0.058400	0.0043699	-0.72083
0.058600	0.0043591	-0.72353
0.058800	0.0043484	-0.72279
0.059000	0.0043377	-0.72749
0.059200	0.0043271	-0.72939
0.059400	0.0043164	-0.73131
0.059600	0.0043058	-0.73271
0.059800	0.0042953	-0.73251
0.060000	0.0042848	-0.73778
0.060200	0.0042743	-0.73649
0.060400	0.0042638	-0.73812
0.060600	0.0042535	-0.74168
0.060800	0.0042431	-0.74764
0.061000	0.0042327	-0.74354
0.061200	0.0042224	-0.74841
0.061400	0.0042121	-0.75205
0.061600	0.0042018	-0.75316
0.061800	0.0041915	-0.75959
0.062000	0.0041813	-0.75837
0.062200	0.0041711	-0.76138
0.062400	0.0041609	-0.76576
0.062600	0.0041507	-0.76947
0.062800	0.0041405	-0.76929
0.063000	0.0041304	-0.77584
0.063200	0.0041203	-0.77784
0.063400	0.0041102	-0.78056
0.063600	0.0041001	-0.78320
0.063800	0.0040900	-0.79235
0.064000	0.0040799	-0.78848
0.064200	0.0040698	-0.79611
0.064400	0.0040598	-0.80424
0.064600	0.0040497	-0.80339
0.064800	0.0040396	-0.81021
0.065000	0.0040295	-0.81251
0.065200	0.0040195	-0.81800
0.065400	0.0040094	-0.82121
0.065600	0.0039994	-0.82832
0.065800	0.0039893	-0.83180
0.066000	0.0039793	-0.83981
0.066200	0.0039692	-0.84445
0.066400	0.0039591	-0.85026
0.066600	0.0039490	-0.85417
0.066800	0.0039389	-0.86077
0.067000	0.0039287	-0.87001
0.067200	0.0039186	-0.87653
0.067400	0.0039084	-0.88195
0.067600	0.0038982	-0.88952
0.067800	0.0038879	-0.89518
0.068000	0.0038777	-0.90339
0.068200	0.0038674	-0.90865
0.068400	0.0038571	-0.91834
0.068600	0.0038468	-0.93186
0.068800	0.0038364	-0.93536
0.069000	0.0038260	-0.94349
0.069200	0.0038156	-0.95415
0.069400	0.0038051	-0.96239
0.069600	0.0037945	-0.97449
0.069800	0.0037840	-0.98292
0.070000	0.0037733	-0.99657
0.070200	0.0037626	-1.0077
0.070400	0.0037518	-1.0166
0.070600	0.0037410	-1.0289
0.070800	0.0037302	-1.0387
0.071000	0.0037192	-1.0531
0.071200	0.0037082	-1.0662
0.071400	0.0036972	-1.0822
0.071600	0.0036860	-1.0971
0.071800	0.0036747	-1.1045
0.072000	0.0036635	-1.1251
0.072200	0.0036520	-1.1385
0.072400	0.0036406	-1.1576
0.072600	0.0036290	-1.1708
0.072800	0.0036173	-1.1875
0.073000	0.0036055	-1.2105
0.073200	0.0035936	-1.2228
0.073400	0.0035816	-1.2490
0.073600	0.0035695	-1.2635
0.073800	0.0035573	-1.2847
0.074000	0.0035449	-1.3053
0.074200	0.0035324	-1.3333
0.074400	0.0035198	-1.3522
0.074600	0.0035070	-1.3750
0.074800	0.0034942	-1.4034
0.075000	0.0034811	-1.4235
0.075200	0.0034679	-1.4562
0.075400	0.0034545	-1.4755
0.075600	0.0034410	-1.5109
0.075800	0.0034273	-1.5371
0.076000	0.0034135	-1.5704
0.076200	0.0033994	-1.6023
0.076400	0.0033852	-1.6361
0.076600	0.0033707	-1.6709
0.076800	0.0033561	-1.7048
0.077000	0.0033412	-1.7417
0.077200	0.0033262	-1.7807
0.077400	0.0033109	-1.8213
0.077600	0.0032954	-1.8618
0.077800	0.0032796	-1.9005
0.078000	0.0032636	-1.9529
0.078200	0.0032474	-1.9985
0.078400	0.0032308	-2.0415
0.078600	0.0032141	-2.1004
0.078800	0.0031969	-2.1447
0.079000	0.0031796	-2.2065
0.079200	0.0031619	-2.2617
0.079400	0.0031439	-2.3141
0.079600	0.0031257	-2.3848
0.079800	0.0031070	-2.4465
0.080000	0.0030881	-2.5051
0.080200	0.0030688	-2.5872
0.080400	0.0030491	-2.6500
0.080600	0.0030291	-2.7277
0.080800	0.0030087	-2.8126
0.081000	0.0029878	-2.8910
0.081200	0.0029666	-2.9785
0.081400	0.0029450	-3.0617
0.081600	0.0029229	-3.1653
0.081800	0.0029004	-3.2567
0.082000	0.0028774	-3.3585
0.082200	0.0028539	-3.4724
0.082400	0.0028300	-3.5797
0.082600	0.0028055	-3.6946
0.082800	0.0027805	-3.8239
0.083000	0.0027550	-3.9499
0.083200	0.0027289	-4.0886
0.083400	0.0027023	-4.2234
0.083600	0.0026751	-4.3801
0.083800	0.0026472	-4.5313
0.084000	0.0026188	-4.6935
0.084200	0.0025897	-4.8679
0.084400	0.0025600	-5.0526
0.084600	0.0025296	-5.2488
0.084800	0.0024984	-5.4447
0.085000	0.0024666	-5.6652
0.085200	0.0024339	-5.8841
0.085400	0.0024006	-6.1280
0.085600	0.0023664	-6.3821
0.085800	0.0023314	-6.6429
0.086000	0.0022957	-6.9381
0.086200	0.0022590	-7.2278
0.086400	0.0022214	-7.5552
0.086600	0.0021830	-7.9012
0.086800	0.0021435	-8.2710
0.087000	0.0021031	-8.6539
0.087200	0.0020617	-9.0672
0.087400	0.0020194	-9.5181
0.087600	0.0019759	-10.008
0.087800	0.0019313	-10.514
0.088000	0.0018857	-11.081
0.088200	0.0018388	-11.687
0.088400	0.0017908	-12.339
0.088600	0.0017415	-13.052
0.088800	0.0016910	-13.837
0.089000	0.0016392	-14.690
0.089200	0.0015860	-15.612
0.089400	0.0015315	-16.663
0.089600	0.0014756	-17.791
0.089800	0.0014182	-19.070
0.090000	0.0013593	-20.499
