r (m)	u(r) (m/s)	Log Derivative
0.031800	0.0071786	-0.66532
0.032000	0.0071487	-0.66547
0.032200	0.0071192	-0.66382
0.032400	0.0070900	-0.66476
0.032600	0.0070610	-0.66508
0.032800	0.0070323	-0.66486
0.033000	0.0070040	-0.66354
0.033200	0.0069760	-0.66706
0.033400	0.0069481	-0.66275
0.033600	0.0069206	-0.66616
0.033800	0.0068933	-0.66492
0.034000	0.0068663	-0.66415
0.034200	0.0068397	-0.66642
0.034400	0.0068131	-0.66617
0.034600	0.0067869	-0.66441
0.034800	0.0067609	-0.66509
0.035000	0.0067352	-0.66656
0.035200	0.0067097	-0.66529
0.035400	0.0066844	-0.66568
0.035600	0.0066594	-0.66502
0.035800	0.0066347	-0.66667
0.036000	0.0066101	-0.66469
0.036200	0.0065858	-0.66468
0.036400	0.0065617	-0.66704
0.036600	0.0065378	-0.66637
0.036800	0.0065141	-0.66538
0.037000	0.0064906	-0.66472
0.037200	0.0064674	-0.66628
0.037400	0.0064444	-0.66866
0.037600	0.0064214	-0.66676
0.037800	0.0063988	-0.66471
0.038000	0.0063764	-0.66863
0.038200	0.0063540	-0.66448
0.038400	0.0063320	-0.66918
0.038600	0.0063101	-0.66451
0.038800	0.0062884	-0.66682
0.039000	0.0062669	-0.66841
0.039200	0.0062455	-0.66910
0.039400	0.0062243	-0.66770
0.039600	0.0062033	-0.66474
0.039800	0.0061826	-0.66914
0.040000	0.0061619	-0.66753
0.040200	0.0061414	-0.66920
0.040400	0.0061211	-0.66953
0.040600	0.0061009	-0.66673
0.040800	0.0060809	-0.66904
0.041000	0.0060611	-0.66791
0.041200	0.0060414	-0.66910
0.041400	0.0060219	-0.66973
0.041600	0.0060025	-0.66962
0.041800	0.0059832	-0.66970
0.042000	0.0059641	-0.67232
0.042200	0.0059451	-0.66841
0.042400	0.0059264	-0.67362
0.042600	0.0059076	-0.66857
0.042800	0.0058892	-0.67280
0.043000	0.0058708	-0.67184
0.043200	0.0058525	-0.67080
0.043400	0.0058344	-0.67154
0.043600	0.0058164	-0.67202
0.043800	0.0057986	-0.67490
0.044000	0.0057808	-0.67322
0.044200	0.0057632	-0.67512
0.044400	0.0057457	-0.67095
0.044600	0.0057284	-0.67494
0.044800	0.0057111	-0.67762
0.045000	0.0056940	-0.67559
0.045200	0.0056769	-0.67577
0.045400	0.0056601	-0.67484
0.045600	0.0056433	-0.67651
0.045800	0.0056266	-0.67688
0.046000	0.0056101	-0.67945
0.046200	0.0055936	-0.68043
0.046400	0.0055772	-0.67672
0.046600	0.0055610	-0.68229
0.046800	0.0055448	-0.67830
0.047000	0.0055289	-0.68220
0.047200	0.0055129	-0.68385
0.047400	0.0054970	-0.68109
0.047600	0.0054813	-0.68471
0.047800	0.0054656	-0.68273
0.048000	0.0054501	-0.68601
0.048200	0.0054346	-0.68540
0.048400	0.0054192	-0.68710
0.048600	0.0054039	-0.69062
0.048800	0.0053887	-0.68633
0.049000	0.0053736	-0.69082
0.049200	0.0053586	-0.69147
0.049400	0.0053436	-0.69086
0.049600	0.0053287	-0.69428
0.049800	0.0053139	-0.69585
0.050000	0.0052992	-0.69661
0.050200	0.0052845	-0.69521
0.050400	0.0052700	-0.69797
0.050600	0.0052555	-0.70349
0.050800	0.0052410	-0.69830
0.051000	0.0052267	-0.70687
0.051200	0.0052123	-0.70426
0.051400	0.0051981	-0.70661
0.051600	0.0051839	-0.70689
0.051800	0.0051698	-0.71187
0.052000	0.0051557	-0.71138
0.052200	0.0051417	-0.71413
0.052400	0.0051278	-0.71323
0.052600	0.0051140	-0.71893
0.052800	0.0051001	-0.72128
0.053000	0.0050863	-0.72381
0.053200	0.0050726	-0.72597
0.053400	0.0050589	-0.72696
0.053600	0.0050452	-0.72974
0.053800	0.0050316	-0.73276
0.054000	0.0050181	-0.73649
0.054200	0.0050045	-0.73675
0.054400	0.0049911	-0.74376
0.054600	0.0049776	-0.74588
0.054800	0.0049642	-0.74908
0.055000	0.0049508	-0.75184
0.055200	0.0049374	-0.75333
0.055400	0.0049241	-0.75797
0.055600	0.0049108	-0.76635
0.055800	0.0048975	-0.76823
0.056000	0.0048842	-0.76854
0.056200	0.0048710	-0.77705
0.056400	0.0048577	-0.77969
0.056600	0.0048445	-0.78581
0.056800	0.0048313	-0.79116
0.057000	0.0048181	-0.79368
0.057200	0.0048049	-0.80210
0.057400	0.0047917	-0.80664
0.057600	0.0047784	-0.81491
0.057800	0.0047652	-0.81902
0.058000	0.0047519	-0.82117
0.058200	0.0047388	-0.83411
0.058400	0.0047255	-0.83953
0.058600	0.0047122	-0.84403
0.058800	0.0046989	-0.85494
0.059000	0.0046856	-0.86008
0.059200	0.0046722	-0.86639
0.059400	0.0046589	-0.87871
0.059600	0.0046454	-0.88528
0.059800	0.0046320	-0.89789
0.060000	0.0046185	-0.90371
0.060200	0.0046049	-0.91590
0.060400	0.0045913	-0.92333
0.060600	0.0045777	-0.93430
0.060800	0.0045640	-0.95034
0.061000	0.0045502	-0.95477
0.061200	0.0045364	-0.97128
0.061400	0.0045225	-0.98299
0.061600	0.0045085	-0.99632
0.061800	0.0044944	-1.0117
0.062000	0.0044802	-1.0234
0.062200	0.0044660	-1.0442
0.062400	0.0044515	-1.0510
0.062600	0.0044371	-1.0756
0.062800	0.0044225	-1.0880
0.063000	0.0044078	-1.1062
0.063200	0.0043930	-1.1210
0.063400	0.0043781	-1.1443
0.063600	0.0043630	-1.1650
0.063800	0.0043477	-1.1805
0.064000	0.0043324	-1.2088
0.064200	0.0043168	-1.2301
0.064400	0.0043011	-1.2485
0.064600	0.0042852	-1.2771
0.064800	0.0042692	-1.3034
0.065000	0.0042529	-1.3298
0.065200	0.0042364	-1.3587
0.065400	0.0042198	-1.3830
0.065600	0.0042029	-1.4178
0.065800	0.0041858	-1.4505
0.066000	0.0041685	-1.4784
0.066200	0.0041509	-1.5194
0.066400	0.0041331	-1.5499
0.066600	0.0041150	-1.5913
0.066800	0.0040966	-1.6300
0.067000	0.0040779	-1.6747
0.067200	0.0040589	-1.7154
0.067400	0.0040397	-1.7612
0.067600	0.0040200	-1.8061
0.067800	0.0040001	-1.8541
0.068000	0.0039799	-1.9101
0.068200	0.0039592	-1.9676
0.068400	0.0039381	-2.0165
0.068600	0.0039167	-2.0812
0.068800	0.0038948	-2.1423
0.069000	0.0038725	-2.2087
0.069200	0.0038498	-2.2736
0.069400	0.0038266	-2.3466
0.069600	0.0038030	-2.4223
0.069800	0.0037789	-2.5028
0.070000	0.0037542	-2.5851
0.070200	0.0037290	-2.6726
0.070400	0.0037032	-2.7616
0.070600	0.0036769	-2.8607
0.070800	0.0036500	-2.9613
0.071000	0.0036224	-3.0690
0.071200	0.0035943	-3.1755
0.071400	0.0035655	-3.2999
0.071600	0.0035359	-3.4248
0.071800	0.0035056	-3.5497
0.072000	0.0034747	-3.6951
0.072200	0.0034429	-3.8407
0.072400	0.0034104	-3.9936
0.072600	0.0033770	-4.1579
0.072800	0.0033428	-4.3328
0.073000	0.0033077	-4.5095
0.073200	0.0032717	-4.7151
0.073400	0.0032347	-4.9148
0.073600	0.0031967	-5.1400
0.073800	0.0031578	-5.3659
0.074000	0.0031178	-5.6210
0.074200	0.0030766	-5.8916
0.074400	0.0030343	-6.1638
0.074600	0.0029910	-6.4756
0.074800	0.0029463	-6.7986
0.075000	0.0029004	-7.1500
0.075200	0.0028532	-7.5285
0.075400	0.0028046	-7.9235
0.075600	0.0027547	-8.3599
0.075800	0.0027034	-8.8360
0.076000	0.0026505	-9.3481
0.076200	0.0025960	-9.8932
0.076400	0.0025400	-10.507
0.076600	0.0024823	-11.164
0.076800	0.0024228	-11.884
0.077000	0.0023617	-12.683
0.077200	0.0022986	-13.561
0.077400	0.0022337	-14.548
0.077600	0.0021667	-15.633
0.077800	0.0020977	-16.842
0.078000	0.0020267	-18.229
0.078200	0.0019534	-19.785
0.078400	0.0018779	-21.569
0.078600	0.0018000	-23.644
0.078800	0.0017197	-26.035
0.079000	0.0016369	-28.879
