r (m)	u(r) (m/s)	Log Derivative
0.028200	0.0076681	-0.67452
0.028400	0.0076316	-0.67493
0.028600	0.0075955	-0.67634
0.028800	0.0075598	-0.67413
0.029000	0.0075246	-0.67562
0.029200	0.0074898	-0.67517
0.029400	0.0074553	-0.67640
0.029600	0.0074212	-0.67391
0.029800	0.0073876	-0.67643
0.030000	0.0073543	-0.67657
0.030200	0.0073213	-0.67430
0.030400	0.0072888	-0.67484
0.030600	0.0072566	-0.67645
0.030800	0.0072247	-0.67438
0.031000	0.0071932	-0.67571
0.031200	0.0071620	-0.67746
0.031400	0.0071311	-0.67583
0.031600	0.0071006	-0.67385
0.031800	0.0070704	-0.67742
0.032000	0.0070405	-0.67458
0.032200	0.0070109	-0.67591
0.032400	0.0069817	-0.67692
0.032600	0.0069526	-0.67561
0.032800	0.0069240	-0.67467
0.033000	0.0068956	-0.67719
0.033200	0.0068675	-0.67532
0.033400	0.0068397	-0.67593
0.033600	0.0068121	-0.67572
0.033800	0.0067849	-0.67639
0.034000	0.0067578	-0.67447
0.034200	0.0067312	-0.67705
0.034400	0.0067046	-0.67530
0.034600	0.0066785	-0.67855
0.034800	0.0066524	-0.67416
0.035000	0.0066267	-0.67827
0.035200	0.0066012	-0.67590
0.035400	0.0065759	-0.67575
0.035600	0.0065510	-0.67711
0.035800	0.0065262	-0.67660
0.036000	0.0065016	-0.67570
0.036200	0.0064773	-0.67645
0.036400	0.0064532	-0.67844
0.036600	0.0064293	-0.67635
0.036800	0.0064056	-0.67629
0.037000	0.0063822	-0.67675
0.037200	0.0063589	-0.67855
0.037400	0.0063358	-0.67859
0.037600	0.0063129	-0.67718
0.037800	0.0062903	-0.67682
0.038000	0.0062679	-0.67726
0.038200	0.0062456	-0.67653
0.038400	0.0062236	-0.67909
0.038600	0.0062017	-0.67632
0.038800	0.0061801	-0.67934
0.039000	0.0061585	-0.67959
0.039200	0.0061371	-0.67697
0.039400	0.0061160	-0.67891
0.039600	0.0060950	-0.67780
0.039800	0.0060743	-0.68037
0.040000	0.0060536	-0.67833
0.040200	0.0060331	-0.67929
0.040400	0.0060128	-0.67735
0.040600	0.0059928	-0.68012
0.040800	0.0059728	-0.67850
0.041000	0.0059530	-0.68055
0.041200	0.0059333	-0.67934
0.041400	0.0059138	-0.68082
0.041600	0.0058944	-0.68175
0.041800	0.0058752	-0.67859
0.042000	0.0058562	-0.68055
0.042200	0.0058373	-0.68122
0.042400	0.0058185	-0.68325
0.042600	0.0057998	-0.68058
0.042800	0.0057814	-0.68242
0.043000	0.0057630	-0.68140
0.043200	0.0057448	-0.68308
0.043400	0.0057267	-0.68440
0.043600	0.0057087	-0.68327
0.043800	0.0056909	-0.68024
0.044000	0.0056733	-0.68552
0.044200	0.0056557	-0.68420
0.044400	0.0056383	-0.68612
0.044600	0.0056209	-0.68198
0.044800	0.0056038	-0.68790
0.045000	0.0055866	-0.68419
0.045200	0.0055697	-0.68625
0.045400	0.0055528	-0.68840
0.045600	0.0055361	-0.68610
0.045800	0.0055195	-0.68706
0.046000	0.0055030	-0.68879
0.046200	0.0054866	-0.68738
0.046400	0.0054703	-0.69058
0.046600	0.0054541	-0.68931
0.046800	0.0054380	-0.69205
0.047000	0.0054220	-0.68972
0.047200	0.0054061	-0.69140
0.047400	0.0053903	-0.69366
0.047600	0.0053746	-0.69358
0.047800	0.0053590	-0.69164
0.048000	0.0053435	-0.69644
0.048200	0.0053281	-0.69657
0.048400	0.0053127	-0.69716
0.048600	0.0052975	-0.69550
0.048800	0.0052824	-0.69846
0.049000	0.0052673	-0.69902
0.049200	0.0052523	-0.70063
0.049400	0.0052374	-0.70030
0.049600	0.0052226	-0.70257
0.049800	0.0052079	-0.70252
0.050000	0.0051932	-0.70437
0.050200	0.0051787	-0.70468
0.050400	0.0051642	-0.70977
0.050600	0.0051497	-0.70845
0.050800	0.0051353	-0.70813
0.051000	0.0051210	-0.70943
0.051200	0.0051068	-0.71270
0.051400	0.0050927	-0.71680
0.051600	0.0050785	-0.71515
0.051800	0.0050645	-0.71732
0.052000	0.0050505	-0.71809
0.052200	0.0050366	-0.72000
0.052400	0.0050227	-0.72224
0.052600	0.0050089	-0.72597
0.052800	0.0049952	-0.72304
0.053000	0.0049815	-0.72887
0.053200	0.0049679	-0.73118
0.053400	0.0049543	-0.73512
0.053600	0.0049407	-0.73499
0.053800	0.0049272	-0.73469
0.054000	0.0049137	-0.74075
0.054200	0.0049003	-0.74180
0.054400	0.0048869	-0.74792
0.054600	0.0048735	-0.74588
0.054800	0.0048603	-0.75366
0.055000	0.0048469	-0.75158
0.055200	0.0048337	-0.75939
0.055400	0.0048205	-0.75916
0.055600	0.0048073	-0.76516
0.055800	0.0047941	-0.76943
0.056000	0.0047809	-0.76908
0.056200	0.0047679	-0.77839
0.056400	0.0047547	-0.77753
0.056600	0.0047416	-0.78283
0.056800	0.0047285	-0.78831
0.057000	0.0047155	-0.79491
0.057200	0.0047023	-0.79609
0.057400	0.0046893	-0.80115
0.057600	0.0046763	-0.81051
0.057800	0.0046631	-0.81074
0.058000	0.0046501	-0.81909
0.058200	0.0046370	-0.82494
0.058400	0.0046239	-0.82711
0.058600	0.0046108	-0.83605
0.058800	0.0045977	-0.84202
0.059000	0.0045846	-0.85261
0.059200	0.0045714	-0.85268
0.059400	0.0045583	-0.86523
0.059600	0.0045450	-0.87276
0.059800	0.0045318	-0.87761
0.060000	0.0045185	-0.88766
0.060200	0.0045052	-0.89563
0.060400	0.0044918	-0.90516
0.060600	0.0044784	-0.91259
0.060800	0.0044649	-0.92348
0.061000	0.0044514	-0.93248
0.061200	0.0044378	-0.94644
0.061400	0.0044242	-0.95513
0.061600	0.0044104	-0.96381
0.061800	0.0043967	-0.98126
0.062000	0.0043828	-0.98653
0.062200	0.0043689	-1.0057
0.062400	0.0043548	-1.0130
0.062600	0.0043407	-1.0333
0.062800	0.0043264	-1.0439
0.063000	0.0043121	-1.0567
0.063200	0.0042977	-1.0749
0.063400	0.0042831	-1.0894
0.063600	0.0042684	-1.1074
0.063800	0.0042536	-1.1248
0.064000	0.0042386	-1.1440
0.064200	0.0042235	-1.1663
0.064400	0.0042083	-1.1824
0.064600	0.0041929	-1.2019
0.064800	0.0041773	-1.2237
0.065000	0.0041616	-1.2474
0.065200	0.0041457	-1.2678
0.065400	0.0041296	-1.2992
0.065600	0.0041132	-1.3202
0.065800	0.0040968	-1.3472
0.066000	0.0040800	-1.3736
0.066200	0.0040631	-1.4023
0.066400	0.0040460	-1.4324
0.066600	0.0040286	-1.4631
0.066800	0.0040109	-1.4978
0.067000	0.0039930	-1.5330
0.067200	0.0039748	-1.5658
0.067400	0.0039564	-1.6067
0.067600	0.0039376	-1.6420
0.067800	0.0039185	-1.6830
0.068000	0.0038991	-1.7259
0.068200	0.0038794	-1.7694
0.068400	0.0038594	-1.8177
0.068600	0.0038389	-1.8629
0.068800	0.0038182	-1.9162
0.069000	0.0037970	-1.9677
0.069200	0.0037754	-2.0248
0.069400	0.0037534	-2.0779
0.069600	0.0037311	-2.1396
0.069800	0.0037082	-2.2075
0.070000	0.0036849	-2.2694
0.070200	0.0036611	-2.3429
0.070400	0.0036368	-2.4113
0.070600	0.0036120	-2.4898
0.070800	0.0035866	-2.5703
0.071000	0.0035607	-2.6504
0.071200	0.0035343	-2.7465
0.071400	0.0035072	-2.8285
0.071600	0.0034795	-2.9354
0.071800	0.0034511	-3.0299
0.072000	0.0034222	-3.1407
0.072200	0.0033925	-3.2557
0.072400	0.0033621	-3.3701
0.072600	0.0033310	-3.5017
0.072800	0.0032990	-3.6331
0.073000	0.0032663	-3.7668
0.073200	0.0032328	-3.9168
0.073400	0.0031985	-4.0711
0.073600	0.0031632	-4.2334
0.073800	0.0031271	-4.4144
0.074000	0.0030899	-4.5920
0.074200	0.0030519	-4.7870
0.074400	0.0030128	-4.9940
0.074600	0.0029727	-5.2163
0.074800	0.0029315	-5.4459
0.075000	0.0028891	-5.6963
0.075200	0.0028456	-5.9648
0.075400	0.0028009	-6.2434
0.075600	0.0027550	-6.5460
0.075800	0.0027077	-6.8710
0.076000	0.0026592	-7.2092
0.076200	0.0026092	-7.5852
0.076400	0.0025579	-7.9885
0.076600	0.0025050	-8.4067
0.076800	0.0024507	-8.8882
0.077000	0.0023947	-9.3835
0.077200	0.0023371	-9.9206
0.077400	0.0022779	-10.530
0.077600	0.0022168	-11.166
0.077800	0.0021540	-11.882
0.078000	0.0020893	-12.657
0.078200	0.0020227	-13.524
0.078400	0.0019540	-14.463
0.078600	0.0018833	-15.534
0.078800	0.0018104	-16.707
0.079000	0.0017353	-18.050
0.079200	0.0016579	-19.553
0.079400	0.0015781	-21.254
0.079600	0.0014960	-23.252
0.079800	0.0014112	-25.542
0.080000	0.0013238	-28.215
