r (m)	u(r) (m/s)	Log Derivative
0.073000	0.0027753	-1.0559
0.073200	0.0027674	-1.0339
0.073400	0.0027594	-1.0888
0.073600	0.0027513	-1.0919
0.073800	0.0027432	-1.1223
0.074000	0.0027349	-1.1258
0.074200	0.0027266	-1.1428
0.074400	0.0027182	-1.1599
0.074600	0.0027097	-1.1775
0.074800	0.0027011	-1.2407
0.075000	0.0026924	-1.2125
0.075200	0.0026836	-1.2304
0.075400	0.0026747	-1.2818
0.075600	0.0026658	-1.3152
0.075800	0.0026567	-1.2989
0.076000	0.0026474	-1.3535
0.076200	0.0026381	-1.3874
0.076400	0.0026286	-1.3926
0.076600	0.0026191	-1.4419
0.076800	0.0026093	-1.3936
0.077000	0.0025995	-1.5417
0.077200	0.0025895	-1.5180
0.077400	0.0025793	-1.5391
0.077600	0.0025690	-1.5602
0.077800	0.0025586	-1.5967
0.078000	0.0025480	-1.6990
0.078200	0.0025372	-1.6712
0.078400	0.0025262	-1.7614
0.078600	0.0025151	-1.7320
0.078800	0.0025038	-1.8413
0.079000	0.0024923	-1.8821
0.079200	0.0024806	-1.9235
0.079400	0.0024687	-1.8898
0.079600	0.0024566	-2.0078
0.079800	0.0024443	-2.0509
0.080000	0.0024318	-2.1110
0.080200	0.0024190	-2.1554
0.080400	0.0024060	-2.2923
0.080600	0.0023928	-2.2630
0.080800	0.0023793	-2.3097
0.081000	0.0023656	-2.3744
0.081200	0.0023516	-2.5414
0.081400	0.0023373	-2.5064
0.081600	0.0023227	-2.6636
0.081800	0.0023079	-2.6430
0.082000	0.0022927	-2.8267
0.082200	0.0022772	-2.8826
0.082400	0.0022615	-2.8579
0.082600	0.0022454	-3.0731
0.082800	0.0022289	-3.1523
0.083000	0.0022121	-3.2337
0.083200	0.0021950	-3.3545
0.083400	0.0021774	-3.4392
0.083600	0.0021595	-3.5462
0.083800	0.0021412	-3.6549
0.084000	0.0021225	-3.9303
0.084200	0.0021034	-3.9005
0.084400	0.0020838	-4.0185
0.084600	0.0020638	-4.3191
0.084800	0.0020434	-4.3044
0.085000	0.0020224	-4.6035
0.085200	0.0020011	-4.6062
0.085400	0.0019791	-4.9491
0.085600	0.0019567	-4.9047
0.085800	0.0019338	-5.3161
0.086000	0.0019103	-5.5204
0.086200	0.0018862	-5.7077
0.086400	0.0018616	-5.9258
0.086600	0.0018364	-5.9179
0.086800	0.0018105	-6.3871
0.087000	0.0017841	-6.9829
0.087200	0.0017569	-6.9346
0.087400	0.0017291	-7.2004
0.087600	0.0017007	-7.5298
0.087800	0.0016715	-7.8478
0.088000	0.0016416	-8.2086
0.088200	0.0016109	-8.9471
0.088400	0.0015795	-8.9831
0.088600	0.0015472	-9.8305
0.088800	0.0015141	-9.8157
0.089000	0.0014803	-10.813
0.089200	0.0014455	-10.873
0.089400	0.0014098	-11.957
0.089600	0.0013732	-12.586
0.089800	0.0013357	-12.750
0.090000	0.0012971	-14.056
0.090200	0.0012576	-14.880
0.090400	0.0012171	-15.807
0.090600	0.0011755	-16.860
0.090800	0.0011327	-17.924
0.091000	0.0010889	-19.185
0.091200	0.0010439	-20.593
0.091400	0.00099766	-22.146
0.091600	0.00095022	-23.908
0.091800	0.00090153	-27.182
0.092000	0.00085151	-28.280
0.092200	0.00080015	-30.979
0.092400	0.00074743	-35.813
0.092600	0.00069328	-38.015
0.092800	0.00063766	-44.697
0.093000	0.00058053	-48.452
0.093200	0.00052183	-58.422
0.093400	0.00046158	-65.488
0.093600	0.00039965	-82.566
0.093800	0.00033603	-102.97
